Transaction Name,Transaction Name URL,Organization Location,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Investor Names,Number of Investors,Organization Description,Organization Industries
Seed Round - Aztec,https://www.crunchbase.com/funding_round/aztec-protocol-seed--35b92a8d,"London, England, United Kingdom, Europe",Aztec,https://www.crunchbase.com/organization/aztec-protocol,Seed,,,,2019-09-15,"A.Capital Ventures, Coinbase Ventures, Libertus Capital",3,Aztec develops an ethereum trading protocol that enables private transactions across the public blockchain.,"Blockchain, Ethereum, Privacy, Software"
Series A - SEDNA,https://www.crunchbase.com/funding_round/sedna-systems-pte-ltd-series-a--0aed4261,"London, England, United Kingdom, Europe",SEDNA,https://www.crunchbase.com/organization/sedna-systems-pte-ltd,Series A,10000000,USD,10000000,2020-12-03,,,SEDNA is an Intelligent Communications System that serves as the primary digital workspace for teams working on complex projects.,"Communications Infrastructure, Document Management, Email, SaaS, Software"
Seed Round - Flock,https://www.crunchbase.com/funding_round/flockcover-seed--dcfd06a9,"London, England, United Kingdom, Europe",Flock,https://www.crunchbase.com/organization/flockcover,Seed,2250000,GBP,2982198,2018-05-29,"Anthemis Group, Dig Ventures, Downing Ventures, Plug and Play, seed + speed Ventures",5,London-based insurtech building the world's first fully digital insurance company for connected and autonomous commercial vehicles,"Artificial Intelligence, Automotive, Autonomous Vehicles, Big Data, FinTech, Fleet Management, Insurance, InsurTech, Software"
Seed Round - Carspring,https://www.crunchbase.com/funding_round/carspring-seed--a7b9e460,"London, England, United Kingdom, Europe",Carspring,https://www.crunchbase.com/organization/carspring,Seed,,,,2015-04-13,"Channel 4, Rocket Internet",2,Carspring is Europe's fastest growing online used car dealership.,"E-Commerce, Internet"
Series A - evonetix,https://www.crunchbase.com/funding_round/evonetix-series-a--de7b3577,"Little Chesterford, Essex, United Kingdom, Europe",evonetix,https://www.crunchbase.com/organization/evonetix,Series A,12300000,USD,12300000,2018-01-30,"Cambridge Consultants, Civilization Ventures, DCVC, Molten Ventures, Providence Investment Company Limited, Rising Tide",6,Evonetix is a provider  of a desktop platform designed to synthesize DNA at unprecedented accuracy and scale.,"Biopharma, Biotechnology, Life Science"
Series A - Quell Therapeutics,https://www.crunchbase.com/funding_round/quell-therapeutics-series-a--fb9adb10,"London, England, United Kingdom, Europe",Quell Therapeutics,https://www.crunchbase.com/organization/quell-therapeutics,Series A,35000000,GBP,44547512,2019-05-20,"Syncona Partners LLP, UCL Technology Fund",2,Quell Therapeutics is a cell therapy company,"Association, Biotechnology, Education, Health Care"
Series A - Atlas Biomed Group,https://www.crunchbase.com/funding_round/atlas-biomed-group-ltd-series-a--696f8d01,"London, England, United Kingdom, Europe",Atlas Biomed Group,https://www.crunchbase.com/organization/atlas-biomed-group-ltd,Series A,8000000,USD,8000000,2016-06-06,,,The Atlas DNA and gut microbiome tests evaluate your health status and provide personalised recommendations to improve wellbeing.,"Biotechnology, Genetics, Health Care, Home Health Care, Nutrition, Personal Health"
Seed Round - Ori Biotech,https://www.crunchbase.com/funding_round/ori-biotech-seed--36ead4d0,"London, England, United Kingdom, Europe",Ori Biotech,https://www.crunchbase.com/organization/ori-biotech,Seed,7000000,GBP,9148820,2020-01-09,"Amadeus Capital Partners, Delin Ventures, Kindred Capital",3,Ori Biotech is a developer of a manufacturing platform used to help patients get access to lifesaving treatments.,"Biotechnology, Industrial Automation, Manufacturing, Therapeutics"
Seed Round - MEL Science,https://www.crunchbase.com/funding_round/mel-science-seed--9eaa06be,"London, England, United Kingdom, Europe",MEL Science,https://www.crunchbase.com/organization/mel-science,Seed,2500000,USD,2500000,2016-10-12,Sistema_VC,1,MEL Science develops up to date chemistry kit subscription and VR software for learning chemistry,"EdTech, Education, Software"
Seed Round - Dorae,https://www.crunchbase.com/funding_round/dorae-seed--3319d7a2,"London, England, United Kingdom, Europe",Dorae,https://www.crunchbase.com/organization/dorae,Seed,,,,2018-08-21,,,Dorae is the physical trade cloud.,"Blockchain, Information Services, Supply Chain Management"
Seed Round - COMPASS Pathways,https://www.crunchbase.com/funding_round/compass-pathways-seed--8c704b89,"Altrincham, Cheshire, United Kingdom, Europe",COMPASS Pathways,https://www.crunchbase.com/organization/compass-pathways,Seed,3000000,GBP,3859275,2017-08-17,,,Compass Pathways is a mental health care company dedicated to accelerating patient access to evidence-based innovation in mental health.,"Biotechnology, Health Care, Life Science, Personal Health, Wellness"
Seed Round - Zencargo,https://www.crunchbase.com/funding_round/zencargo-seed--77641f7a,"London, England, United Kingdom, Europe",Zencargo,https://www.crunchbase.com/organization/zencargo,Seed,4000000,USD,4000000,2018-09-24,"LocalGlobe, MPGI, Picus Capital, Samos Investments",4,Zencargo is a logistics company that simplifies global trade by offering digital freight services to help businesses thrive.,"Freight Service, Logistics, SaaS, Shipping, Supply Chain Management"
Series A - Limitless,https://www.crunchbase.com/funding_round/limitless-2-series-a--1d97738e,"London, England, United Kingdom, Europe",Limitless,https://www.crunchbase.com/organization/limitless-2,Series A,5000000,GBP,6548866,2019-04-10,"AlbionVC, Downing Ventures, Unilever Ventures",3,The Limitless GigCX platform enables businesses to connect customers with qualified experts to solve customer service enquiries on-demand.,"Apps, Artificial Intelligence, Customer Service, Internet"
Seed Round - Superscript,https://www.crunchbase.com/funding_round/superscript-seed--55ce4d60,"London, England, United Kingdom, Europe",Superscript,https://www.crunchbase.com/organization/superscript,Seed,2250000,GBP,2978207,2018-07-16,"Atami Capital, Beazley, Concentric, London Co-Investment Fund, Seedcamp",5,Superscript provides business insurance designed specifically to meet the fast-changing needs of small businesses.,"Blockchain, Commercial Insurance, Cryptocurrency, Insurance, InsurTech"
Series A - Humio,https://www.crunchbase.com/funding_round/humio-series-a--3c84f2fb,"London, England, United Kingdom, Europe",Humio,https://www.crunchbase.com/organization/humio,Series A,9000000,USD,9000000,2019-01-24,Accel,1,"Humio provides a live observability platform that enables data aggregation, exploration, reporting, and analysis from a range of sources.","Analytics, Data Integration, Information Technology, Management Information Systems"
Seed Round - AllPlants,https://www.crunchbase.com/funding_round/allplants-seed--78090bc2,"London, England, United Kingdom, Europe",AllPlants,https://www.crunchbase.com/organization/allplants,Seed,800000,GBP,1037626,2017-05-17,"Felix Capital, Isomer Capital, Vishal Amin",3,AllPlants is a VC-backed B-Corp on a mission to become Earth’s most forward-thinking food company.,"Delivery, Food and Beverage, Food Delivery, Nutrition"
Seed Round - bit.bio,https://www.crunchbase.com/funding_round/bit-bio-seed--94ee67ca,"Cambridge, Cambridgeshire, United Kingdom, Europe",bit.bio,https://www.crunchbase.com/organization/bit-bio,Seed,350000,GBP,461991,2017-11-16,"Darrin Disley, Jonathan Milner, Nikolaus Starzacher, Weslie Janeway",4,Bit.bio specializes in the fields of coding and biology that determine the identity of every human cell.,"Biotechnology, Commercial, Health Care"
Series A - Monzo,https://www.crunchbase.com/funding_round/monzo-series-a--ae6b6993,"London, England, United Kingdom, Europe",Monzo,https://www.crunchbase.com/organization/monzo,Series A,,,,2015-02-15,Recharge Thematic Ventures,1,Monzo is a digital-only bank platform and marketplace that allows customers to access a range of products and services.,"Banking, Financial Services, FinTech, Marketplace"
Seed Round - Healx,https://www.crunchbase.com/funding_round/healx-seed--25681e38,"Cambridge, Cambridgeshire, United Kingdom, Europe",Healx,https://www.crunchbase.com/organization/healx,Seed,1500000,GBP,1909855,2016-10-04,"Amadeus Capital Partners, Cambridge Angels group, Jonathan Milner",3,"Healx is an AI-powered, patient-inspired technology company, pioneering the next generation of drug discovery for rare diseases.","Artificial Intelligence, Biopharma, Biotechnology, Health Care, Medical"
Series A - Panthera Biopartners,https://www.crunchbase.com/funding_round/panthera-series-a--8098dd52,"Preston, Lancashire, United Kingdom, Europe",Panthera Biopartners,https://www.crunchbase.com/organization/panthera,Series A,,,,2020-09-23,"GM&C Life Sciences Fund, Gresham House Ventures",2,Panthera Biopartners helps pharmaceutical and contract research organizations to find the patient for clinical trials.,"Biotechnology, Clinical Trials, Medical, Pharmaceutical"
Seed Round - Let’s Do This,https://www.crunchbase.com/funding_round/let-s-do-this-seed--d5dc6a38,"London, England, United Kingdom, Europe",Let’s Do This,https://www.crunchbase.com/organization/let-s-do-this,Seed,1000000,GBP,1282400,2017-08-22,"Brian Schuring, Jonathan Goodwin, Mike Miller, Paddy Dear, Peter Yunghanns, Richard Oldfield, Shasta Ventures",7,Let’s Do This is an online marketplace that that features endurance events in a global scale.,"E-Commerce, Events, Marketplace, Sports"
Seed Round - Hotelmize,https://www.crunchbase.com/funding_round/hotelmize-seed--5afdb0f7,"London, England, United Kingdom, Europe",Hotelmize,https://www.crunchbase.com/organization/hotelmize,Seed,300000,USD,300000,2016-05-05,Investible,1,Hotelmize is a platform designed to improve the pricing and booking process of hotel rooms using big data analysis.,"Analytics, Artificial Intelligence, Machine Learning, Software, Tourism, Travel"
Seed Round - CybSafe,https://www.crunchbase.com/funding_round/cybsafe-seed--0e4f4f63,"London, England, United Kingdom, Europe",CybSafe,https://www.crunchbase.com/organization/cybsafe,Seed,,,,2015-01-01,Level39,1,CybSafe is a data analytics and behavioral security platform that assists people in making better security decisions.,"Analytics, Cyber Security, Network Security, Software"
Seed Round - SteelEye,https://www.crunchbase.com/funding_round/steeleye-seed--edcd1b6e,"London, England, United Kingdom, Europe",SteelEye,https://www.crunchbase.com/organization/steeleye,Seed,5700000,GBP,7307411,2018-11-23,Illuminate Financial,1,"SteelEye develops a holistic compliance platform for record keeping, surveillance, and intelligent insights.","Analytics, Financial Services, FinTech, Information Technology"
Series A - Rovco,https://www.crunchbase.com/funding_round/rovco-series-a--dc85b984,"Bristol, Bristol, City of, United Kingdom, Europe",Rovco,https://www.crunchbase.com/organization/rovco,Series A,5000000,GBP,6493304,2020-01-13,Foresight Group,1,Rovco provides an autonomous underwater vehicle and remotely operated underwater vehicle technologies and support services.,"3D Technology, Autonomous Vehicles, Drones, Marine Technology, Renewable Energy, Robotics"
Series A - Elder,https://www.crunchbase.com/funding_round/elder-series-a--e5213a23,"London, England, United Kingdom, Europe",Elder,https://www.crunchbase.com/organization/elder,Series A,4100000,USD,4100000,2017-12-01,MMC Ventures,1,Elder is the UK's leading care marketplace,"Elderly, Health Care, Home Health Care, Internet"
Seed Round - Cobalt,https://www.crunchbase.com/funding_round/cobalt-dl-seed--dde9cb3f,"London, England, United Kingdom, Europe",Cobalt,https://www.crunchbase.com/organization/cobalt-dl,Seed,,,,2016-12-19,"Citi, First Derivatives",2,Cobalt provides critical risk and data services to the participants in the FX market .,"Finance, Financial Services, Payments"
Seed Round - Phrasee,https://www.crunchbase.com/funding_round/phrasee-seed--6e1d735f,"London, England, United Kingdom, Europe",Phrasee,https://www.crunchbase.com/organization/phrasee,Seed,1000000,GBP,1334267,2016-07-14,"Galvanise Capital, Next Fifteen Communications Group",2,"Phrasee is AI that specializes in language generation for email marketing, push, and Facebook copy.","Artificial Intelligence, Content, Marketing, Natural Language Processing"
Series A - Pimberly,https://www.crunchbase.com/funding_round/pimberly-series-a--a60a2ec6,"Manchester, Manchester, United Kingdom, Europe",Pimberly,https://www.crunchbase.com/organization/pimberly,Series A,3000000,GBP,4026602,2018-06-06,"NorthEdge Capital, Northern Powerhouse Investment Fund, NPIF – Mercia Equity Finance",3,"Pimberly is a SaaS PIM (Product Information Management), DAM (Digital Asset Management) and Workflow platform.","Computer, SaaS, Software"
Series A - Vaccitech,https://www.crunchbase.com/funding_round/vaccitech-series-a--c34f0423,"Oxford, Oxfordshire, United Kingdom, Europe",Vaccitech,https://www.crunchbase.com/organization/vaccitech,Series A,20000000,GBP,27588338,2018-01-15,"Google Ventures, Neptune Investment Management, Oxford Science Enterprises, Sequoia Capital, Xfund",5,Vaccitech is creating novel vaccines that elicit strong responses from helper and cytotoxic T-cells.,"Biotechnology, Medical, Pharmaceutical, Therapeutics"
Seed Round - Payhawk,https://www.crunchbase.com/funding_round/payhawk-seed--a74cccf2,"London, England, United Kingdom, Europe",Payhawk,https://www.crunchbase.com/organization/payhawk,Seed,3000000,EUR,3349145,2020-03-16,"Earlybird Venture Capital, Eleven Ventures, Keith Robinson, Mark Antipof, Mark Ransford, Nedelcho Spasov, Perry Blacher, Stanimir Vassilev, Svetozar Georgiev, Tiny VC, Vassil Terziev",11,"Payhawk is a financial system that combines credit cards, payments, expenses, and cash into one integrated experience.","Financial Services, FinTech, Payments, Software"
