Transaction Name,Transaction Name URL,Organization Location,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Investor Names,Number of Investors,Organization Description,Organization Industries
Seed Round - Metomic,https://www.crunchbase.com/funding_round/metomic-seed--7a8ae9e7,"London, England, United Kingdom, Europe",Metomic,https://www.crunchbase.com/organization/metomic,Seed,1420000,GBP,1797548,2019-05-28,Connect Ventures,1,Metomic is data loss prevention software for the SaaS platform that detects and secures sensitive data in apps.,"Developer APIs, Information Services, Information Technology, Privacy, Software"
Seed Round - Fly Now Pay Later,https://www.crunchbase.com/funding_round/fly-now-pay-later-seed--620deb01,"London, England, United Kingdom, Europe",Fly Now Pay Later,https://www.crunchbase.com/organization/fly-now-pay-later,Seed,5000000,USD,5000000,2015-06-01,,,Fly Now Pay Later is an embedded finance company developed exclusively for the travel industry.,"Consumer Lending, Credit, Payments, Travel"
Seed Round - Arbolus,https://www.crunchbase.com/funding_round/collective-iq-group-ltd-seed--ab1ba08e,"London, England, United Kingdom, Europe",Arbolus,https://www.crunchbase.com/organization/collective-iq-group-ltd,Seed,1200000,GBP,1488839,2020-03-31,Fuel Ventures,1,Arbolus is a networking platform that uses technology to help build and maintain advisory relationships.,"Information Technology, Knowledge Management"
Seed Round - Griffin,https://www.crunchbase.com/funding_round/griffin-3-seed--1bcdbb35,"London, England, United Kingdom, Europe",Griffin,https://www.crunchbase.com/organization/griffin-3,Seed,3000000,GBP,3906601,2020-01-28,"Charles Delingpole, Charlie Songhurst, Chris Adelsbach, Paul Forster, Paul Townsend, Phil McGriskin, Rony Kahan, Seedcamp, Tribe Capital, Will Brooks",10,Griffin is a banking-as-a-service provider that helps companies build and launch financial services products.,"Banking, Finance, Financial Services, FinTech"
Seed Round - TickX,https://www.crunchbase.com/funding_round/tickx-seed--fb6c4c82,"Manchester, Manchester, United Kingdom, Europe",TickX,https://www.crunchbase.com/organization/tickx,Seed,175000,GBP,264688,2015-09-30,Ministry of Sound,1,"TickX is the simple, hassle-free way to search for the best tickets.","Internet, Price Comparison, Ticketing"
Seed Round - Stacker,https://www.crunchbase.com/funding_round/stacker-79fe-seed--66f86f61,"London, England, United Kingdom, Europe",Stacker,https://www.crunchbase.com/organization/stacker-79fe,Seed,1700000,USD,1700000,2021-01-26,"Initialized Capital, Makerpad, Pioneer Fund, Y Combinator",4,Stacker is a no-code software creation platform that develops an application to help developers build software.,"Android, Information Technology, iOS, Mobile Apps, Software"
Seed Round - Brainnwave,https://www.crunchbase.com/funding_round/brainnwave-seed--5fd3e966,"Edinburgh, Edinburgh, City of, United Kingdom, Europe",Brainnwave,https://www.crunchbase.com/organization/brainnwave,Seed,1000000,GBP,1320903,2018-07-01,"Old College Capital, Somerston Group, Stankelbone AS",3,"Brainnwave provides the platform and expertise that enables you to enrich and analyse your data, making it usable and profitable.","Analytics, Artificial Intelligence, Big Data, Business Intelligence, Data Mining, Machine Learning, Predictive Analytics"
Seed Round - OfficeRnD,https://www.crunchbase.com/funding_round/officernd-seed--6aad1a79,"London, England, United Kingdom, Europe",OfficeRnD,https://www.crunchbase.com/organization/officernd,Seed,1000000,USD,1000000,2017-11-16,LAUNCHub Ventures,1,OfficeRnD provides flex and hybrid work management solutions.,"Coworking, CRM, Information Technology, IT Management, SaaS, Software"
Seed Round - Fleksy,https://www.crunchbase.com/funding_round/thingthing-keyboard-seed--d98f1531,"London, England, United Kingdom, Europe",Fleksy,https://www.crunchbase.com/organization/thingthing-keyboard,Seed,25000,EUR,27552,2015-11-01,Seedcamp,1,Fleksy builds powerful text input technologies enabling developers to create engaging writing experiences,"Android, Augmented Reality, Health Diagnostics, Information Technology, iOS, Natural Language Processing, Productivity Tools, Virtual Reality"
Seed Round - Shipamax,https://www.crunchbase.com/funding_round/shipamax-seed--cc4699d6,"London, England, United Kingdom, Europe",Shipamax,https://www.crunchbase.com/organization/shipamax,Seed,,,,2017-05-15,,,Simple end-to-end automation for logistics organisations,"Data Center Automation, Information Technology, iOS, Messaging, Real Time, SaaS, Shipping, Software, Supply Chain Management"
Seed Round - Emitwise,https://www.crunchbase.com/funding_round/emitwise-seed--cf09b3c4,"London, England, United Kingdom, Europe",Emitwise,https://www.crunchbase.com/organization/emitwise,Seed,3200000,USD,3200000,2021-05-24,"ArcTern Ventures, Lightbird, Magnus Rausing, Peter Harrison, Saltwater Capital, Social Impact Capital, True Ventures",7,Emitwise is an AI-powered carbon management platform that helps businesses in tracking and managing their carbon footprint.,"Artificial Intelligence, CleanTech, GreenTech, SaaS, Supply Chain Management"
Seed Round - IOTICS,https://www.crunchbase.com/funding_round/iotic-labs-seed--19bec6ab,"London, England, United Kingdom, Europe",IOTICS,https://www.crunchbase.com/organization/iotic-labs,Seed,,,,2016-09-13,"Breed Reply, IQ Capital",2,Enabling ecosystems of secure data interactions with digital twins,"Analytics, Construction, Data Integration, Enterprise Software, Information Technology, Internet of Things, Productivity Tools, Software, Transportation, Water"
Seed Round - Live Better With,https://www.crunchbase.com/funding_round/live-better-with-seed--e66745af,"London, England, United Kingdom, Europe",Live Better With,https://www.crunchbase.com/organization/live-better-with,Seed,1600000,GBP,2061338,2016-08-15,"Downing Ventures, Fig VC, Forward Partners, London Co-Investment Fund, Wild Blue Cohort",5,Make life a little bit better with 100s of recommended products for people living with cancer.,"E-Commerce, Health Care, Retail"
Seed Round - MiAlgae,https://www.crunchbase.com/funding_round/mialgae-seed--f033abb7,"Edinburgh, Edinburgh, City of, United Kingdom, Europe",MiAlgae,https://www.crunchbase.com/organization/mialgae,Seed,500000,GBP,662750,2018-06-14,Equity Gap,1,MiAlgae is a new-age microalgal production company  .,"Agriculture, Biotechnology, Enterprise, Manufacturing, Prediction Markets, Product Research"
Seed Round - Helio Display Materials,https://www.crunchbase.com/funding_round/helio-display-materials-seed--cb356b48,"Oxford, Oxfordshire, United Kingdom, Europe",Helio Display Materials,https://www.crunchbase.com/organization/helio-display-materials,Seed,2000000,GBP,2771684,2021-09-03,Parkwalk Advisors,1,Helio Display Materials offers foundational materials for the new wave of display innovation driven by color conversion.,
Seed Round - Origin,https://www.crunchbase.com/funding_round/origin-3-seed--993756b9,"London, England, United Kingdom, Europe",Origin,https://www.crunchbase.com/organization/origin-3,Seed,750000,GBP,1142349,2015-11-18,"Chris Adelsbach, Greg Rogers, Slamdunk Capital, SparkLabs Global Ventures, Techstars, Tekton Ventures",6,Origin is the primary marketplace for fixed income borrowers and dealers.,"Banking, Financial Services, FinTech, Marketplace"
Seed Round - PlanetWatchers,https://www.crunchbase.com/funding_round/planetwatchers-seed--77c52ae1,"London, England, United Kingdom, Europe",PlanetWatchers,https://www.crunchbase.com/organization/planetwatchers,Seed,,,,2020-11-02,Seraphim Space,1,PlanetWatchers is a geospatial intelligence and enterprise natural resource monitoring service.,"Analytics, Computer Vision, Geospatial, Machine Learning, Natural Resources"
Seed Round - Starship,https://www.crunchbase.com/funding_round/starship-hsa-seed--5a68752c,"Ellesmere Port, Cheshire West and Chester, United Kingdom, Europe",Starship,https://www.crunchbase.com/organization/starship-hsa,Seed,,,,2019-08-22,500 Global,1,"We Build, Renovate and Maintain homes and buildings across the North West. All our staff are DBS checked and certified 🛠️🧰 #maintenance","Banking, Financial Services, FinTech, Health Care, Mobile Apps, Mobile Payments, Payments, Personal Finance, Personal Health"
Seed Round - Cloudsmith,https://www.crunchbase.com/funding_round/cloudsmith-io-seed--216c6d21,"Belfast, Belfast, United Kingdom, Europe",Cloudsmith,https://www.crunchbase.com/organization/cloudsmith-io,Seed,2100000,GBP,2699277,2019-11-13,"Frontline Ventures, MMC Ventures, Techstart Ventures",3,"Artifact Management and Worldwide Distribution, Made Simple.","Cloud Computing, Cloud Storage, Content Delivery Network, Developer Tools, SaaS, Security, Software"
Seed Round - Tenzo,https://www.crunchbase.com/funding_round/tenzo-seed--1eb28971,"London, England, United Kingdom, Europe",Tenzo,https://www.crunchbase.com/organization/tenzo,Seed,,,,2017-02-16,,,"Bring your entire tech stack together in one place, get meaningful recommendations on how to hit your targets.","Mobile Apps, Restaurants"
Seed Round - CompareEuropeGroup,https://www.crunchbase.com/funding_round/compareeuropegroup-seed--dad98258,"London, England, United Kingdom, Europe",CompareEuropeGroup,https://www.crunchbase.com/organization/compareeuropegroup,Seed,,,,2016-05-01,CoCoon Ignite Ventures,1,CompareEuropeGroup is a pan-European financial comparison platform.,"Auto Insurance, Financial Services, FinTech, Personal Finance, Price Comparison"
Seed Round - Adtones,https://www.crunchbase.com/funding_round/adtones-seed--dc710a17,"London, England, United Kingdom, Europe",Adtones,https://www.crunchbase.com/organization/adtones,Seed,138300,GBP,179099,2017-09-01,,,Adtones is a media technology company that offers mobile audio marketing.,"Advertising, Information Technology, Software"
Seed Round - Bumper,https://www.crunchbase.com/funding_round/auto-service-finance-limited-seed--bcc5da6e,"London, England, United Kingdom, Europe",Bumper,https://www.crunchbase.com/organization/auto-service-finance-limited,Seed,205000,GBP,325510,2015-06-19,Michael Jackson,1,Bumper is a payment platform for car dealerships.,"Finance, Internet"
Seed Round - Lexoo,https://www.crunchbase.com/funding_round/lexoo-seed--278d2753,"London, England, United Kingdom, Europe",Lexoo,https://www.crunchbase.com/organization/lexoo,Seed,850000,GBP,1310349,2015-11-02,"Angels Den, Duncan Jennings, Forward Partners, London Co-Investment Fund, QVentures, Tim Jackson, Wild Blue Cohort",7,Lexoo is a legal services provider that offers legal outsourcing solutions for in-house legal teams.,"Advice, Consulting, Legal, Legal Tech, Professional Services"
Seed Round - Virtual Internships,https://www.crunchbase.com/funding_round/virtual-internship-partners-seed--47c9dd69,"London, England, United Kingdom, Europe",Virtual Internships,https://www.crunchbase.com/organization/virtual-internship-partners,Seed,2500000,USD,2500000,2021-07-12,"500 Global, Arc Impact, Hustle Fund, iSeed, Surge",5,"Virtual Internship Partners provides transformative, 21st-century remote-work experiences for students and graduates","EdTech, Education"
Seed Round - AMPLYFI,https://www.crunchbase.com/funding_round/amplyfi-seed--8723464b,"Cardiff, Cardiff, United Kingdom, Europe",AMPLYFI,https://www.crunchbase.com/organization/amplyfi,Seed,57420,GBP,75237,2018-07-27,,,AMPLYFI is a privately held company that provides software platform capable of intelligently harvesting open source data from the internet.,"Analytics, Artificial Intelligence, Big Data, Business Intelligence, Information Technology, Machine Learning, Market Research, Predictive Analytics, Software"
Seed Round - Xihelm,https://www.crunchbase.com/funding_round/xihelm-seed--b73e3b18,"London, England, United Kingdom, Europe",Xihelm,https://www.crunchbase.com/organization/xihelm,Seed,10000,GBP,13304,2016-09-08,Entrepreneur First,1,"Xihelm is automating robotic, laborious handwork.","Agriculture, Artificial Intelligence, Computer, Machine Learning, Robotics"
Seed Round - Zephr,https://www.crunchbase.com/funding_round/Zephr-seed--6b34150a,"London, England, United Kingdom, Europe",Zephr,https://www.crunchbase.com/organization/Zephr,Seed,2500000,GBP,3145675,2019-07-03,Nauta Capital,1,Zephr is a technology platform for media companies to grow their subscription revenue.,"Advertising, Content Delivery Network, Digital Media, Publishing, SaaS"
Seed Round - CENTURY Tech,https://www.crunchbase.com/funding_round/century-seed--76c58b7a,"London, England, United Kingdom, Europe",CENTURY Tech,https://www.crunchbase.com/organization/century,Seed,1600000,GBP,2023127,2019-07-01,,,"CENTURY is the award-winning artificial intelligence teaching and learning platform for schools, colleges and universities.","Artificial Intelligence, Big Data, E-Learning, EdTech, Education, Personal Development"
Seed Round - Stitched,https://www.crunchbase.com/funding_round/stitched-seed--5c051778,"London, England, United Kingdom, Europe",Stitched,https://www.crunchbase.com/organization/stitched,Seed,,,,2019-02-07,Venrex,1,"Home decor, e-commerce, furnishings","E-Commerce, Manufacturing, Product Design"
Seed Round - Storm2,https://www.crunchbase.com/funding_round/storm2-seed--9e509e72,"London, England, United Kingdom, Europe",Storm2,https://www.crunchbase.com/organization/storm2,Seed,1000000,GBP,1233551,2019-09-11,Puffin Point,1,Storm2 operates as a recruitment marketplace for fintech.,"Financial Services, FinTech, Marketplace, Recruiting"
Seed Round - Centauri Therapeutics,https://www.crunchbase.com/funding_round/centauri-therapeutics-seed--06bf1a4b,"Sandwich, Kent, United Kingdom, Europe",Centauri Therapeutics,https://www.crunchbase.com/organization/centauri-therapeutics,Seed,2500000,GBP,3117977,2017-02-20,Animatrix Capital,1,Centauri Therapeutics is a UK-based biotechnology company focused on the discovery and development of life threatening diseases.,"Biotechnology, Genetics, Health Care, Medical, Therapeutics"
Seed Round - Settled,https://www.crunchbase.com/funding_round/settled-seed--2557d121,"London, England, United Kingdom, Europe",Settled,https://www.crunchbase.com/organization/settled,Seed,,,,2015-11-24,The Garage Soho,1,Settled is a technology platform digitizing the residential home purchase and sales process.,"Property Management, Real Estate"
Seed Round - Mercuryo,https://www.crunchbase.com/funding_round/mercuryo-seed--8290e88b,"London, England, United Kingdom, Europe",Mercuryo,https://www.crunchbase.com/organization/mercuryo,Seed,2500000,EUR,2959501,2020-09-04,Target Global,1,Mercuryo is an international fintech company focused on providing cryptocurrency payment solutions.,"Cryptocurrency, Financial Services, FinTech"
Seed Round - Elephant Healthcare,https://www.crunchbase.com/funding_round/elephant-healthcare-seed--75d2a4f8,"London, England, United Kingdom, Europe",Elephant Healthcare,https://www.crunchbase.com/organization/elephant-healthcare,Seed,,,,2019-05-01,Seedcamp,1,"Elephant is creating the global digital health network, connecting every part of the healthcare ecosystem.","Health Care, Medical, mHealth"
Seed Round - AGRIVI,https://www.crunchbase.com/funding_round/agrivi-seed--90fecd96,"London, England, United Kingdom, Europe",AGRIVI,https://www.crunchbase.com/organization/agrivi,Seed,1665000,USD,1665000,2016-07-04,South Central Ventures,1,AGRIVI is a global agritech company with the market leading farm management software,"Agriculture, AgTech, B2B, Farming, Software"
Seed Round - Auspherix,https://www.crunchbase.com/funding_round/auspherix-seed--02ce27c9,"Stevenage, Herefordshire, United Kingdom, Europe",Auspherix,https://www.crunchbase.com/organization/auspherix,Seed,1000000,AUD,913526,2013-12-03,Brandon Capital Partners,1,Auspherix is an Australian early stage anti-infectives company developing novel antibiotics to treat resistant bacterial diseases.,"Biotechnology, Health Care, Medical"
Seed Round - Parcelly,https://www.crunchbase.com/funding_round/parcelly-seed--1ba8f189,"London, England, United Kingdom, Europe",Parcelly,https://www.crunchbase.com/organization/parcelly,Seed,,,,2020-03-01,,,The tech platform that enables retailers and carriers to resolve last-mile delivery and first-mile fulfilment challenges,"Delivery Service, Logistics, Transportation"
Seed Round - Pomelo Pay,https://www.crunchbase.com/funding_round/pomelo-pay-seed--fafe67c3,"London, England, United Kingdom, Europe",Pomelo Pay,https://www.crunchbase.com/organization/pomelo-pay,Seed,2100000,GBP,2818588,2020-12-01,Force Over Mass Capital,1,Pomelo Pay helps you instantly take payments using just your smartphone.,"Financial Services, FinTech, Information Technology"
Seed Round - Enara Bio,https://www.crunchbase.com/funding_round/ervaxx-seed--b201f7f5,"London, England, United Kingdom, Europe",Enara Bio,https://www.crunchbase.com/organization/ervaxx,Seed,,,,2018-12-01,RA Capital Management,1,Ervaxx is illuminating the immune interface to develop new cancer therapies.,"Biotechnology, Health Care, Therapeutics"
Seed Round - Stitched,https://www.crunchbase.com/funding_round/stitched-seed--efd26d7a,"London, England, United Kingdom, Europe",Stitched,https://www.crunchbase.com/organization/stitched,Seed,750000,GBP,1024657,2021-09-20,"Enterprise M3 Growth Fund, The FSE Group",2,"Home decor, e-commerce, furnishings","E-Commerce, Manufacturing, Product Design"
Seed Round - DigitalGenius,https://www.crunchbase.com/funding_round/digital-genius-artificial-intelligence-seed--a9f48a99,"London, England, United Kingdom, Europe",DigitalGenius,https://www.crunchbase.com/organization/digital-genius-artificial-intelligence,Seed,250000,USD,250000,2014-10-30,,,DigitalGenius is an artificial intelligence platform.,"Artificial Intelligence, Customer Service, Machine Learning"
Seed Round - Bricksave,https://www.crunchbase.com/funding_round/bricksave-seed--0617be43,"London, England, United Kingdom, Europe",Bricksave,https://www.crunchbase.com/organization/bricksave,Seed,285000,GBP,372019,2017-11-02,Kinled Holding,1,Real Estate Crowdfunding Platform,"Crowdfunding, Real Estate Investment"
Seed Round - Credit Kudos,https://www.crunchbase.com/funding_round/credit-kudos-seed--8c6319cc,"London, England, United Kingdom, Europe",Credit Kudos,https://www.crunchbase.com/organization/credit-kudos,Seed,600000,GBP,790990,2016-08-01,"Chris Mairs, Gordon Ashworth, NFT Ventures, Tim Jackson",4,Credit Kudos is a credit bureau that uses financial behavior and data through open banking to measure creditworthiness.,"Credit Bureau, Financial Services, FinTech"
Seed Round - Avora,https://www.crunchbase.com/funding_round/avora-seed--03cb60eb,"London, England, United Kingdom, Europe",Avora,https://www.crunchbase.com/organization/avora,Seed,150000,GBP,244906,2014-09-05,,,Avora provides a complete augmented analytics solution powered by AI that makes in-depth data analysis as easy as a web search.,"Analytics, Artificial Intelligence, Business Intelligence, Cloud Data Services, Data Visualization, Machine Learning, SaaS"
Seed Round - Foundries.io,https://www.crunchbase.com/funding_round/foundries-io-seed--01043694,"London, England, United Kingdom, Europe",Foundries.io,https://www.crunchbase.com/organization/foundries-io,Seed,,,,2018-07-18,Wisemont Capital,1,"Foundries.io delivers secure, over-the-air updatable software platforms for embedded product development. ","Developer Platform, Information Services, Information Technology, Software"
Seed Round - Smart Antenna Technologies,https://www.crunchbase.com/funding_round/smart-antenna-technologies-seed--ab96b38f,"Birmingham, Birmingham, United Kingdom, Europe",Smart Antenna Technologies,https://www.crunchbase.com/organization/smart-antenna-technologies,Seed,2300000,USD,2300000,2015-10-23,Mercia Asset Management PLC,1,Smart Antenna Technologies (SAT) is a spinout company from the University of Birmingham.,"Information Technology, Wireless"
Seed Round - PANGAIA,https://www.crunchbase.com/funding_round/pangaia-seed--c0a5ba53,"London, England, United Kingdom, Europe",PANGAIA,https://www.crunchbase.com/organization/pangaia,Seed,,,,2020-03-01,Alexander Gilkes,1,PANGAIA is a materials science company that offers lifestyle products.,"Fashion, Retail"
Seed Round - Xperiome,https://www.crunchbase.com/funding_round/raremark-seed--ba5cc7b0,"London, England, United Kingdom, Europe",Xperiome,https://www.crunchbase.com/organization/raremark,Seed,680000,GBP,994293,2016-05-24,"Angel Academe, Cass Entrepreneurship Fund",2,Xperiome is a global healthtech company that delivers deep insights in rare disease experiences,"Health Care, Medical, Search Engine"
Seed Round - Porotech,https://www.crunchbase.com/funding_round/Porotech-seed--e400077a,"Cambridge, Cambridgeshire, United Kingdom, Europe",Porotech,https://www.crunchbase.com/organization/Porotech,Seed,,,,2019-11-13,"Parkwalk Advisors, University of Cambridge Enterprise",2,Porotech specializes in the development of Gallium Nitride material technology.,"Chemical, Chemical Engineering, Electronics"
Seed Round - Opinsta,https://www.crunchbase.com/funding_round/opinsta-seed--1d25665e,"Birmingham, Birmingham, United Kingdom, Europe",Opinsta,https://www.crunchbase.com/organization/opinsta,Seed,275000,GBP,460752,2014-06-01,Ascension,1,"Opinsta is a single platform to manage defect reporting (QA), health and safety checks, Inspections, 3rd party maintenance and more.","Asset Management, Customer Service, Enterprise Applications, Enterprise Software, Facilities Support Services, Health Care, Mobile Apps, Railroad, Software"
Seed Round - PQShield,https://www.crunchbase.com/funding_round/pqshield-seed--79e2a5c8,"Oxford, Oxfordshire, United Kingdom, Europe",PQShield,https://www.crunchbase.com/organization/pqshield,Seed,,,,2018-05-01,Oxford Science Enterprises,1,"At PQShield, we help customers transition their product lines from legacy RSA and Elliptic Curve cryptography to quantum-safe standards.","Cyber Security, Software"
Seed Round - 7bridges,https://www.crunchbase.com/funding_round/7bridges-seed--68804929,"London, England, United Kingdom, Europe",7bridges,https://www.crunchbase.com/organization/7bridges,Seed,3400000,USD,3400000,2020-06-24,"Crane Venture Partners, LocalGlobe",2,7bridges is a smart logistics platform that delivers visibility and control over logistics processes.,"Artificial Intelligence, Logistics, Productivity Tools, Supply Chain Management"
Seed Round - LifeScore,https://www.crunchbase.com/funding_round/lifescore-seed--d2bd4e42,"Salisbury, Wiltshire, United Kingdom, Europe",LifeScore,https://www.crunchbase.com/organization/lifescore,Seed,1000000,GBP,1271901,2019-05-17,Metaplanet Holdings,1,"LifeScore is a radically innovative platform for musical composition that generates original, bespoke, adaptive music in real time.","Analytics, Music"
Seed Round - Jiminny,https://www.crunchbase.com/funding_round/jiminny-inc-seed--9f5c32e5,"London, England, United Kingdom, Europe",Jiminny,https://www.crunchbase.com/organization/jiminny-inc,Seed,2000000,USD,2000000,2018-07-10,,,"Jiminny allows users to record, transcribe, and analyze calls and meetings in real-time to help capture important data points.","Analytics, Enterprise Software, SaaS, Sales Automation"
Seed Round - GetGround,https://www.crunchbase.com/funding_round/getground-seed--7d19a168,"London, England, United Kingdom, Europe",GetGround,https://www.crunchbase.com/organization/getground,Seed,,,,2018-12-21,Hambro Perks Ltd.,1,GetGround is the UK's only digital company formation and management platform that’s simplifying UK buy-to-let (BTL) investing,"FinTech, Property Management"
Seed Round - Forecast,https://www.crunchbase.com/funding_round/forecasthq-seed--d6035520,"London, England, United Kingdom, Europe",Forecast,https://www.crunchbase.com/organization/forecasthq,Seed,3300000,USD,3300000,2018-03-15,"Heartcore Capital, PreSeed Ventures, Rasmus Aaen Madsen, Seed Capital",4,"Forecast is an AI-Native Platform for Financial, Resource & Project Management","Artificial Intelligence, Finance, Human Resources, Machine Learning, Project Management, Scheduling, Software"
Seed Round - HigherSteaks,https://www.crunchbase.com/funding_round/higher-steaks-seed--fa495364,"London, England, United Kingdom, Europe",HigherSteaks,https://www.crunchbase.com/organization/higher-steaks,Seed,2500000,GBP,3474611,2021-03-15,Dismatrix Group / Planthesis Fund,1,"HigherSteaks is about providing with that juicy, tender, and delicious meat they love but without harming their health, planet, and animals.","Biotechnology, Food and Beverage, Food Processing, Life Science"
Seed Round - Xelix,https://www.crunchbase.com/funding_round/xelix-seed--fe55e97d,"London, England, United Kingdom, Europe",Xelix,https://www.crunchbase.com/organization/xelix,Seed,,,,2019-06-01,"LocalGlobe, Passion Capital",2,The Accounts Payable Control Centre,"Artificial Intelligence, Computer, Finance, FinTech, Machine Learning, SaaS, Software"
Seed Round - Flypay,https://www.crunchbase.com/funding_round/flypay-seed--00ea7aad,"London, England, United Kingdom, Europe",Flypay,https://www.crunchbase.com/organization/flypay,Seed,1000000,GBP,1661792,2014-03-11,Entrée Capital,1,Flypay is an app platform to transform the restaurant experience.,"Apps, Customer Service, Restaurants"
Seed Round - Learnerbly,https://www.crunchbase.com/funding_round/learnerbly-seed--5cf68ee0,"London, England, United Kingdom, Europe",Learnerbly,https://www.crunchbase.com/organization/learnerbly,Seed,,,,2019-12-31,Ufi Ventures,1,Learnerbly is a Learning Development Platform.,"Corporate Training, E-Learning, EdTech"
Seed Round - 3D Repo,https://www.crunchbase.com/funding_round/3d-repo-seed--de375184,"London, England, United Kingdom, Europe",3D Repo,https://www.crunchbase.com/organization/3d-repo,Seed,1225002,GBP,1564328,2018-08-10,Sussex Place Ventures,1,3D Repo is a multi-award winning Software-as-a-Service (SaaS) provider of open source Building Information Modelling (BIM) in the cloud.,"3D Technology, SaaS, Software"
Seed Round - datasine,https://www.crunchbase.com/funding_round/datasine-seed--aa8b74ba,"London, England, United Kingdom, Europe",datasine,https://www.crunchbase.com/organization/datasine,Seed,1000000,EUR,1178557,2017-10-21,"C ENTREPRENEURS, Force Over Mass Capital, Sistema_VC",3,"We empower marketers with intelligent, data-driven insights to improve the performance of creative content.","Artificial Intelligence, Information Technology, Machine Learning"
Seed Round - OrthoSon,https://www.crunchbase.com/funding_round/orthoson-seed--a7f2144f,"Oxford, Oxfordshire, United Kingdom, Europe",OrthoSon,https://www.crunchbase.com/organization/orthoson,Seed,1800000,GBP,2275025,2019-06-01,Oxford Investment Consultants LLP,1,OrthoSon is developing a novel medical device for the treatment of chronic low back pain. ,"Health Care, Medical, Medical Device"
Seed Round - ClassForKids,https://www.crunchbase.com/funding_round/class4kids-seed--f8c62f89,"Glasgow, Glasgow City, United Kingdom, Europe",ClassForKids,https://www.crunchbase.com/organization/class4kids,Seed,827177,GBP,1095430,2017-11-20,Enterprise 100,1,"ClassForKids is booking and management SaaS business specifically for clubs, schools, and academies. Offering Mobile Payments and more.","Customer Service, Information Technology, SaaS, Software"
Seed Round - AkinovA,https://www.crunchbase.com/funding_round/akinova-seed--6e3a511c,"London, England, United Kingdom, Europe",AkinovA,https://www.crunchbase.com/organization/akinova,Seed,1000000,USD,1000000,2018-09-26,"Hiscox, Plug and Play",2,AkinovA: an electronic marketplace for the transfer and trading of (re)insurance risks.,"Enterprise Software, FinTech, Insurance, InsurTech, Marketplace"
Seed Round - Qredo,https://www.crunchbase.com/funding_round/qredo-seed--f81d787d,"London, England, United Kingdom, Europe",Qredo,https://www.crunchbase.com/organization/qredo,Seed,,,,2020-10-28,LedgerPrime,1,Qredo is a platform that provides secure and fast movement of digital assets.,"Blockchain, Cryptocurrency, Cyber Security, Developer APIs, FinTech"
Seed Round - Forecast,https://www.crunchbase.com/funding_round/forecasthq-seed--f4413e61,"London, England, United Kingdom, Europe",Forecast,https://www.crunchbase.com/organization/forecasthq,Seed,5500000,USD,5500000,2019-11-01,"Crane Venture Partners, Heartcore Capital, Seed Capital",3,"Forecast is an AI-Native Platform for Financial, Resource & Project Management","Artificial Intelligence, Finance, Human Resources, Machine Learning, Project Management, Scheduling, Software"
Seed Round - Neva Aerospace,https://www.crunchbase.com/funding_round/neva-aerospace-ltd-seed--f1a6dd78,"Falmer, East Sussex, United Kingdom, Europe",Neva Aerospace,https://www.crunchbase.com/organization/neva-aerospace-ltd,Seed,400000,USD,400000,2014-12-01,Schübeler Technologies GmBH,1,"Manufacturer of Heavy Drones & robotic aerial platforms, SasS platform for industrial drone management","Aerospace, B2B, Drones, Industrial, Robotics, Transportation"
Seed Round - Qumata,https://www.crunchbase.com/funding_round/healthyhealth-seed--34f2a291,"London, England, United Kingdom, Europe",Qumata,https://www.crunchbase.com/organization/healthyhealth,Seed,530000,GBP,700078,2018-07-01,Founders Factory,1,HealthyHealth is now Qumata. We are building a new Standard for Life and Health Insurance Underwriting.,InsurTech
Seed Round - Forecast,https://www.crunchbase.com/funding_round/forecasthq-seed--eab8ac02,"London, England, United Kingdom, Europe",Forecast,https://www.crunchbase.com/organization/forecasthq,Seed,400000,USD,400000,2017-10-01,"PreSeed Ventures, Rasmus Aaen Madsen, Seed Capital",3,"Forecast is an AI-Native Platform for Financial, Resource & Project Management","Artificial Intelligence, Finance, Human Resources, Machine Learning, Project Management, Scheduling, Software"
Seed Round - PetsApp,https://www.crunchbase.com/funding_round/gula-petcare-seed--458df26a,"London, England, United Kingdom, Europe",PetsApp,https://www.crunchbase.com/organization/gula-petcare,Seed,4400000,USD,4400000,2021-12-08,"Adjacent, Carlos Gonzalez- Cadenas, Diogo Teles, Global Founders Capital, Market One Capital, Matt Robinson, Point Nine, Rahul Vohra, Todd Goldberg",9,"PetsApp provides an app-based client engagement platform for veterinary clinics, enabling them to better engage with pet owners.",Health Care
Seed Round - Oasis.app,https://www.crunchbase.com/funding_round/oasis-app-seed--7019da32,"Broxbourne, Essex, United Kingdom, Europe",Oasis.app,https://www.crunchbase.com/organization/oasis-app,Seed,5000000,USD,5000000,2021-06-01,UDHC,1,"Oasis.app is the platform allowing decentralized finance (Defi) users to borrow, multiply their exposure to cryptocurrency.",
Seed Round - TAINA Technology,https://www.crunchbase.com/funding_round/taina-technology-seed--7686d8ff,"London, England, United Kingdom, Europe",TAINA Technology,https://www.crunchbase.com/organization/taina-technology,Seed,,GBP,,2017-09-26,,,TAINA Technology is a regulatory technology provider that helps financial institutions comply with FATCA&CRS.,"Compliance, Computer, Software"
