Transaction Name,Transaction Name URL,Organization Location,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Investor Names,Number of Investors,Organization Description,Organization Industries
Seed Round - Hadean,https://www.crunchbase.com/funding_round/hadean-seed--a632d5d8,"London, England, United Kingdom, Europe",Hadean,https://www.crunchbase.com/organization/hadean,Seed,1850000,GBP,2394115,2017-05-08,"Entrepreneur First, Luminous Ventures, Veddis",3,"Hadean are a venture backed startup, reimagining distributed, spatial and scalable computing for web 3.0 and the metaverse.","Cloud Computing, Developer Tools, Operating Systems"
Seed Round - dopay,https://www.crunchbase.com/funding_round/dopay-seed--8b456147,"London, England, United Kingdom, Europe",dopay,https://www.crunchbase.com/organization/dopay,Seed,120000,USD,120000,2014-06-16,"AquaSpark, Techstars",2,dopay provides a cloud-based payroll service that allows employers to calculate salaries and make payments electronically.,"Finance, Financial Services, FinTech, Payments"
Seed Round - Traydstream,https://www.crunchbase.com/funding_round/traydstream-limited-seed--2bae2a41,"London, England, United Kingdom, Europe",Traydstream,https://www.crunchbase.com/organization/traydstream-limited,Seed,200000,GBP,273467,2021-01-01,Endeavour Ventures,1,"Traydstream automates the most critical aspects of converting, checking and managing trade finance documents.","Finance, Financial Services, FinTech, Information Technology, SaaS, Software"
Seed Round - Lunio,https://www.crunchbase.com/funding_round/lunioai-seed--c1455ccf,"Manchester, Manchester, United Kingdom, Europe",Lunio,https://www.crunchbase.com/organization/lunioai,Seed,2000000,GBP,2728844,2021-01-19,"Fuel Ventures, Tim Dempsey",2,"Lunio surgically removes IVT, bots, and invalid users from all the paid acquisition efforts.","Advertising, Digital Marketing, Fraud Detection, Marketing, Software"
Seed Round - FloodFlash,https://www.crunchbase.com/funding_round/floodflash-seed--ea687d42,"London, England, United Kingdom, Europe",FloodFlash,https://www.crunchbase.com/organization/floodflash,Seed,200000,GBP,254486,2017-06-08,Insurtech Gateway,1,FloodFlash is an insurance technology company that provides parametric flood insurance to the mass market.,"FinTech, Insurance, InsurTech"
Seed Round - Fleksy,https://www.crunchbase.com/funding_round/thingthing-keyboard-seed--67be4b67,"London, England, United Kingdom, Europe",Fleksy,https://www.crunchbase.com/organization/thingthing-keyboard,Seed,400000,USD,400000,2016-05-05,"Edward Gazelle, SAATCHiNVEST, Seedcamp, Simile Venture Partners, Speedinvest",5,Fleksy builds powerful text input technologies enabling developers to create engaging writing experiences,"Android, Augmented Reality, Health Diagnostics, Information Technology, iOS, Natural Language Processing, Productivity Tools, Virtual Reality"
Seed Round - TOffeeAM,https://www.crunchbase.com/funding_round/toffeeam-seed--c0eee526,"London, England, United Kingdom, Europe",TOffeeAM,https://www.crunchbase.com/organization/toffeeam,Seed,1000000,GBP,1259200,2020-07-15,"Imperial College London, IQ Capital, Royal Academy of Engineering",3,Multiphysics Generative AI,"Aerospace, Software"
Seed Round - Elucid mHealth,https://www.crunchbase.com/funding_round/elucid-mhealth-seed--b331f1a5,"Manchester, Manchester, United Kingdom, Europe",Elucid mHealth,https://www.crunchbase.com/organization/elucid-mhealth,Seed,,,,2016-01-01,Deepbridge Capital,1,Elucid mHealth provide real-time remote monitoring tools for non-adherence and patient engagment within clinical trials.,"Clinical Trials, Data Integration, Health Care, Medical, Software"
Seed Round - COB Circle,https://www.crunchbase.com/funding_round/cob-circle-seed--92f66e8e,"London, England, United Kingdom, Europe",COB Circle,https://www.crunchbase.com/organization/cob-circle,Seed,1000000,USD,1000000,2017-10-01,,,Risk-Free Consumer-Investor Platform,"Blockchain, Business Information Systems, Consumer Applications, FinTech, Impact Investing, Internet of Things, Personalization, Social Entrepreneurship, Social Impact"
Seed Round - Moteefe,https://www.crunchbase.com/funding_round/moteefe-seed--8bc734cf,"London, England, United Kingdom, Europe",Moteefe,https://www.crunchbase.com/organization/moteefe,Seed,,,,2017-01-10,"Al Dhow Capital, Force Over Mass Capital, Gresham House Ventures, Theo Osborne",4,Moteefe is an e commerce platform that allows anyone to sell customized merchandise through social media.,"3D Printing, Digital Marketing, E-Commerce, Internet, Printing"
Seed Round - SeedLegals,https://www.crunchbase.com/funding_round/seedlegals-seed--eee63757,"London, England, United Kingdom, Europe",SeedLegals,https://www.crunchbase.com/organization/seedlegals,Seed,1000000,GBP,1305154,2017-07-17,"Ben Holmes, Fieldfisher, Harry Briggs, Seedcamp, Systema.vc, Troy Collins, Will Neale",7,The simple way for companies to complete the legals needed to raise investment and distribute equity,"Angel Investment, Enterprise Software, Financial Services, FinTech, Funding Platform, Legal, Venture Capital"
Seed Round - BitPoster,https://www.crunchbase.com/funding_round/bitposter-seed--1685a4b0,"London, England, United Kingdom, Europe",BitPoster,https://www.crunchbase.com/organization/bitposter,Seed,1000000,GBP,1443497,2016-02-15,,,BitPoster is a marketplace for programmatic trading of outdoor media.,"Advertising, Auctions, Marketplace, Outdoor Advertising"
Seed Round - Thirdfort,https://www.crunchbase.com/funding_round/thirdfort-seed--e101e456,"London, England, United Kingdom, Europe",Thirdfort,https://www.crunchbase.com/organization/thirdfort,Seed,700000,GBP,854838,2019-10-09,MDR LAB,1,"Building first end-to-end Anti Fraud Platform to combine KYC, AML and secure payments to protect life's big transactions.","FinTech, Information Technology, Legal, Legal Tech, Transaction Processing"
Seed Round - AMPLYFI,https://www.crunchbase.com/funding_round/amplyfi-seed--17dafeda,"Cardiff, Cardiff, United Kingdom, Europe",AMPLYFI,https://www.crunchbase.com/organization/amplyfi,Seed,800000,GBP,995146,2017-04-04,Development Bank of Wales,1,AMPLYFI is a privately held company that provides software platform capable of intelligently harvesting open source data from the internet.,"Analytics, Artificial Intelligence, Big Data, Business Intelligence, Information Technology, Machine Learning, Market Research, Predictive Analytics, Software"
Seed Round - BigSis,https://www.crunchbase.com/funding_round/bigsis-b728-seed--8d8bc515,"Reading, Reading, United Kingdom, Europe",BigSis,https://www.crunchbase.com/organization/bigsis-b728,Seed,,,,2020-01-22,,,Chemical-Free Insect Control Solutions,"Agriculture, AgTech, Biotechnology"
Seed Round - WealthKernel,https://www.crunchbase.com/funding_round/wealthkernel-seed--be20a0cd,"London, England, United Kingdom, Europe",WealthKernel,https://www.crunchbase.com/organization/wealthkernel,Seed,,,,2019-03-20,"Eric Nadalin, Will Brooks, Will Martin",3,WealthKernel is a supplier of infrastructure for companies looking to offer digital investment services.,"Asset Management, B2B, Developer APIs, Developer Platform, Enterprise, Finance, Financial Services, FinTech, Software, Trading Platform"
Seed Round - Weavr,https://www.crunchbase.com/funding_round/weavr-9646-seed--62038363,"London, England, United Kingdom, Europe",Weavr,https://www.crunchbase.com/organization/weavr-9646,Seed,500000,GBP,644052,2020-02-20,"Anthemis Group, Force Over Mass Capital, Headline, Latitude, Mubadala Capital Ventures, QED Investors, Seedcamp, Systema.vc, Tiger Global Management",9,"Weavr is an online platform that creates, integrates, deploys, and runs digital payment flows.","Developer Platform, Developer Tools, Payments, Software"
Seed Round - hackajob,https://www.crunchbase.com/funding_round/hackajob-seed--81afe6b4,"London, England, United Kingdom, Europe",hackajob,https://www.crunchbase.com/organization/hackajob,Seed,118000,USD,118000,2015-07-06,Techstars,1,Hackajob is a data-driven and engaging recruitment platform that matches top digital talent with exciting companies.,"Analytics, Human Resources, Information Technology, Recruiting, Software, Staffing Agency"
Seed Round - VRCO LTD,https://www.crunchbase.com/funding_round/vrco-ltd-seed--eb3c1e05,"Derby, Derby, United Kingdom, Europe",VRCO LTD,https://www.crunchbase.com/organization/vrco-ltd,Seed,170000,GBP,229671,2018-01-01,,,"VRCO is developing the NeoXcraft a luxury two-person electric craft which flies, floats and drives.","Aerospace, Air Transportation, Apps, Information and Communications Technology (ICT), Media and Entertainment"
Seed Round - Learnerbly,https://www.crunchbase.com/funding_round/learnerbly-seed--91e73d05,"London, England, United Kingdom, Europe",Learnerbly,https://www.crunchbase.com/organization/learnerbly,Seed,1600000,GBP,2088247,2017-07-17,"Claire Davenport, Frontline Ventures, Future Planet Capital, Jason Stockwood, London Co-Investment Fund, Playfair Capital, R Ventures, Renaud Visage, Stephan Thoma",9,Learnerbly is a Learning Development Platform.,"Corporate Training, E-Learning, EdTech"
Seed Round - Marvel,https://www.crunchbase.com/funding_round/marvel-seed--8470b1b0,"London, England, United Kingdom, Europe",Marvel,https://www.crunchbase.com/organization/marvel,Seed,95000,USD,95000,2013-11-04,Haatch,1,Marvel puts the power of design in everyone's hands.,"Apps, Product Design, Software"
Seed Round - Nucleome Therapeutics,https://www.crunchbase.com/funding_round/nucleome-therapeutics-seed--410ac676,"Headington, Oxfordshire, United Kingdom, Europe",Nucleome Therapeutics,https://www.crunchbase.com/organization/nucleome-therapeutics,Seed,5200000,GBP,6323726,2019-08-02,,,Nucleome Therapeutics is decoding the dark matter of the human genome to uncover novel ways to treat diseases,"Biotechnology, Genetics, Therapeutics"
Seed Round - TreasurySpring,https://www.crunchbase.com/funding_round/treasuryspring-seed--e29883af,"London, England, United Kingdom, Europe",TreasurySpring,https://www.crunchbase.com/organization/treasuryspring,Seed,,,,2018-12-14,,,TreasurySpring is a b2b fintech that enables clients to minimise risk and maximise return on excess cash through a unique platform.,"Banking, Consulting, Financial Services, FinTech, Venture Capital"
Seed Round - Lexoo,https://www.crunchbase.com/funding_round/lexoo-seed--0baa13d7,"London, England, United Kingdom, Europe",Lexoo,https://www.crunchbase.com/organization/lexoo,Seed,460000,GBP,574524,2017-04-11,"500 Global, Andrew Nutter, Forward Partners",3,Lexoo is a legal services provider that offers legal outsourcing solutions for in-house legal teams.,"Advice, Consulting, Legal, Legal Tech, Professional Services"
Seed Round - Crossflow - The Working Capital Marketplace,https://www.crunchbase.com/funding_round/crossflow-payments-seed--5dd3b61e,"London, England, United Kingdom, Europe",Crossflow - The Working Capital Marketplace,https://www.crunchbase.com/organization/crossflow-payments,Seed,1250000,GBP,1555876,2020-04-10,,,Crossflow connects global corporates and their suppliers to our marketplace of funders,"Finance, Financial Services, FinTech, Marketplace, Supply Chain Management"
Seed Round - Oxwash,https://www.crunchbase.com/funding_round/oxwash-seed--63c905f3,"Oxford, Oxfordshire, United Kingdom, Europe",Oxwash,https://www.crunchbase.com/organization/oxwash,Seed,1750000,GBP,2332121,2020-11-23,"Biz Stone, Founders Factory, Oxford Technology Management, Paul Forster, RB Ventures, TrueSight Ventures",6,Oxwash is a provider of sustainable on-demand laundry and wet and dry cleaning services for all.,"CleanTech, Home Services, Laundry and Dry-cleaning, Logistics"
Seed Round - Zeroheight,https://www.crunchbase.com/funding_round/zeroheight-seed--ece264e5,"London, England, United Kingdom, Europe",Zeroheight,https://www.crunchbase.com/organization/zeroheight,Seed,100000,USD,100000,2019-08-14,Adobe Fund for Design,1,Zeroheight is a DevOps platform that allows design teams to create up-to-date style guides and document their design system resources.,"Developer Tools, Product Design, Productivity Tools, Software, UX Design, Web Design"
Seed Round - Pomelo Pay,https://www.crunchbase.com/funding_round/pomelo-pay-seed--5d3c992d,"London, England, United Kingdom, Europe",Pomelo Pay,https://www.crunchbase.com/organization/pomelo-pay,Seed,1200000,GBP,1459027,2019-09-01,Force Over Mass Capital,1,Pomelo Pay helps you instantly take payments using just your smartphone.,"Financial Services, FinTech, Information Technology"
Seed Round - Dendra Systems,https://www.crunchbase.com/funding_round/dendra-seed--7212335d,"Oxford, Oxfordshire, United Kingdom, Europe",Dendra Systems,https://www.crunchbase.com/organization/dendra,Seed,735000,GBP,1089688,2015-12-22,Parrot,1,Dendra is the #1 ecosystem restoration platform for environmental managers,"Environmental Engineering, Industrial, Information Technology"
Seed Round - Easol,https://www.crunchbase.com/funding_round/fixers-seed--d0af7cda,"London, England, United Kingdom, Europe",Easol,https://www.crunchbase.com/organization/fixers,Seed,4500000,USD,4500000,2021-03-04,"Foundation Capital, Michael Zeisser, Notion Capital, Slow Ventures, Y Combinator",5,Easol is an online platform that develops event and experience software to market and sell bookings.,"Leisure, Software, Travel"
Seed Round - Kleene,https://www.crunchbase.com/funding_round/kleene-ai-seed--39972160,"London, England, United Kingdom, Europe",Kleene,https://www.crunchbase.com/organization/kleene-ai,Seed,1520000,GBP,2087508,2021-04-08,"Episode 1, SuperSeed Ventures",2,"Kleene Intelligent Data Cloud. Our mission is to make knowledge a commodity, not a privilege.","Analytics, Big Data, Business Intelligence, Data Integration, Machine Learning, SaaS, Software"
Seed Round - Snaptrip,https://www.crunchbase.com/funding_round/snaptrip-seed--e815f236,"London, England, United Kingdom, Europe",Snaptrip,https://www.crunchbase.com/organization/snaptrip,Seed,250000,USD,250000,2014-08-01,Forward Partners,1,Snaptrip is a marketplace for people to discover the best last minute cottage holiday deals in the UK.,"Marketplace, Tourism, Travel, Travel Agency"
Seed Round - brytlyt,https://www.crunchbase.com/funding_round/brytlyt-seed--c4df3840,"London, England, United Kingdom, Europe",brytlyt,https://www.crunchbase.com/organization/brytlyt,Seed,200000,GBP,306990,2015-08-31,,,Brytlyt provides transformational serverless acceleration for analytics,"Analytics, Artificial Intelligence, Big Data, Business Intelligence, Data Visualization, Machine Learning, Predictive Analytics, Software"
Seed Round - Manual,https://www.crunchbase.com/funding_round/manual-b7ab-seed--d6fdb4e4,"London, England, United Kingdom, Europe",Manual,https://www.crunchbase.com/organization/manual-b7ab,Seed,,,,2019-09-20,Waldencast,1,Manual provides diagnostic tools and testing to help patients make health-related decisions.,"Health Care, Men's, Wellness"
Seed Round - Xihelm,https://www.crunchbase.com/funding_round/xihelm-seed--74bc68cc,"London, England, United Kingdom, Europe",Xihelm,https://www.crunchbase.com/organization/xihelm,Seed,,,,2019-10-09,Earlymarket,1,"Xihelm is automating robotic, laborious handwork.","Agriculture, Artificial Intelligence, Computer, Machine Learning, Robotics"
Seed Round - Fat Llama,https://www.crunchbase.com/funding_round/fat-lama-seed--4682bb3d,"London, England, United Kingdom, Europe",Fat Llama,https://www.crunchbase.com/organization/fat-lama,Seed,,,,2017-05-01,DTRIBE Capital,1,"Fat Llama is a peer-to-peer rental marketplace which allows people to rent spare items to others nearby, fully insured.","Marketplace, Peer to Peer, Rental, Rental Property"
Seed Round - Wefarm,https://www.crunchbase.com/funding_round/we-farm-seed--70c18032,"London, England, United Kingdom, Europe",Wefarm,https://www.crunchbase.com/organization/we-farm,Seed,5000000,USD,5000000,2018-03-13,"ADV, Bryan Meehan, LocalGlobe, Matt Mullenweg, Niklas Zennström, Norrsken VC, True Ventures",7,Wefarm is a farmer-to-farmer digital network that enables users to share information via SMS.,"AgTech, Farming, Internet, Machine Learning, SMS"
Seed Round - Hadean,https://www.crunchbase.com/funding_round/hadean-seed--6eba6b37,"London, England, United Kingdom, Europe",Hadean,https://www.crunchbase.com/organization/hadean,Seed,,,,2016-03-01,"Entrepreneur First, Isomer Capital",2,"Hadean are a venture backed startup, reimagining distributed, spatial and scalable computing for web 3.0 and the metaverse.","Cloud Computing, Developer Tools, Operating Systems"
Seed Round - Circadia Health,https://www.crunchbase.com/funding_round/circadia-seed--72addd0d,"London, England, United Kingdom, Europe",Circadia Health,https://www.crunchbase.com/organization/circadia,Seed,,,,2018-12-04,"CentreGold Capital, SOSV, Village Global",3,is an artificial intelligence company on a mission to prevent respiratory failure using contactless sensing and proprietary algorithms,"Artificial Intelligence, Medical Device, Predictive Analytics"
Seed Round - Propoly,https://www.crunchbase.com/funding_round/propoly-seed--fb239d47,"London, England, United Kingdom, Europe",Propoly,https://www.crunchbase.com/organization/propoly,Seed,1500000,USD,1500000,2018-05-01,"Foxtons Plc, SMK Ventures",2,Propoly is a digital platform that enables letting agents to use the latest technologies to reduce on admin. (Acquired in 2021 by LFL),"Information Technology, Internet, Payments, Software"
Seed Round - Deazy,https://www.crunchbase.com/funding_round/deazy-seed--0d3b0f16,"London, England, United Kingdom, Europe",Deazy,https://www.crunchbase.com/organization/deazy,Seed,750000,GBP,970875,2020-10-31,Haatch,1,"Deazy is the smart, flexible and scalable way to engage stellar developers, fast.",
Seed Round - 60 Decibels,https://www.crunchbase.com/funding_round/60-decibels-seed--2c8265f2,"London, England, United Kingdom, Europe",60 Decibels,https://www.crunchbase.com/organization/60-decibels,Seed,1700000,USD,1700000,2019-07-03,"Acumen, Ceniarth",2,60 Decibels brings speed and repeatability to social impact measurement and customer insights.,"Analytics, Market Research, Social Entrepreneurship"
Seed Round - Caristo Diagnostics,https://www.crunchbase.com/funding_round/caristo-diagnostics-seed--68d8be05,"Oxford, Oxfordshire, United Kingdom, Europe",Caristo Diagnostics,https://www.crunchbase.com/organization/caristo-diagnostics,Seed,2672187,USD,2672187,2018-10-08,"Longwall Venture Partners, Oxford Investment Consultants LLP, Oxford Science Enterprises",3,"Caristo Diagnostics is a biotech company that provides diagnostic platforms for heart diseases, stroke, and diabetes.","Biopharma, Health Care, Health Diagnostics, Medical Device"
Seed Round - Zeelo,https://www.crunchbase.com/funding_round/zeelo-seed--e66efe37,"London, England, United Kingdom, Europe",Zeelo,https://www.crunchbase.com/organization/zeelo,Seed,1600000,USD,1600000,2017-11-21,"InMotion Ventures, Michael Liebreich, Simon Woodroffe",3,"Zeelo is the smart bus platform for organizations, providing flexible turn-key, plug-in and SaaS transportation programs.","Enterprise Software, SaaS, Transportation, Travel"
Seed Round - Qumata,https://www.crunchbase.com/funding_round/healthyhealth-seed--fd585b30,"London, England, United Kingdom, Europe",Qumata,https://www.crunchbase.com/organization/healthyhealth,Seed,1000000,GBP,1269475,2019-06-06,TMT Investments,1,HealthyHealth is now Qumata. We are building a new Standard for Life and Health Insurance Underwriting.,InsurTech
Seed Round - DigitalGenius,https://www.crunchbase.com/funding_round/digital-genius-artificial-intelligence-seed--e425907a,"London, England, United Kingdom, Europe",DigitalGenius,https://www.crunchbase.com/organization/digital-genius-artificial-intelligence,Seed,,,,2013-11-01,Level39,1,DigitalGenius is an artificial intelligence platform.,"Artificial Intelligence, Customer Service, Machine Learning"
Seed Round - Grip,https://www.crunchbase.com/funding_round/grip-seed--aeeed39a,"London, England, United Kingdom, Europe",Grip,https://www.crunchbase.com/organization/grip,Seed,,,,2017-04-04,"Arnaud Massenet, David Helgason, Serge Chiaramonte",3,Grip is a market engagement platform used by event organizers to create virtual and live event experiences.,"Enterprise Software, Event Management, Events, Professional Networking"
Seed Round - Bidnamic,https://www.crunchbase.com/funding_round/bidnamic-seed--463fa978,"Leeds, Leeds, United Kingdom, Europe",Bidnamic,https://www.crunchbase.com/organization/bidnamic,Seed,,,,2019-01-01,Richmond View Ventures,1,Bidnamic is a machine learning platform that helps retailers unlock the full potential of Google Shopping.,"Advertising, Artificial Intelligence, Google, Machine Learning, Marketing, Marketing Automation, Product Search, Retail Technology, Search Engine, Semantic Search"
Seed Round - KF Beauty,https://www.crunchbase.com/funding_round/kerafiber-seed--380b1ad3,"London, England, United Kingdom, Europe",KF Beauty,https://www.crunchbase.com/organization/kerafiber,Seed,1000000,USD,1000000,2013-11-01,"Jon Davidman, Vikrant Bhargava",2,"We identify, develop and market innovative products in the Health & Beauty sector. ","Advertising, Beauty, Cosmetics, Direct Marketing, Direct Sales, E-Commerce"
Seed Round - Lifted,https://www.crunchbase.com/funding_round/liftedcare-seed--7af8e16d,"London, England, United Kingdom, Europe",Lifted,https://www.crunchbase.com/organization/liftedcare,Seed,1500000,GBP,1853827,2019-09-25,,,Lifted is a home healthcare platform offering a personalized & innovative approach to improve the home healthcare experience.,"Elder Care, Health Care, Hospital"
Seed Round - Proximity,https://www.crunchbase.com/funding_round/proximity-insight-seed--6a98f8a1,"London, England, United Kingdom, Europe",Proximity,https://www.crunchbase.com/organization/proximity-insight,Seed,1800000,USD,1800000,2019-07-01,,,Enterprise Retail SaaS Tech built on Salesforce.com,"CRM, Customer Service, Retail, SaaS"
Seed Round - ZeroLight,https://www.crunchbase.com/funding_round/zerolight-seed--55fc611d,"Gateshead, Gateshead, United Kingdom, Europe",ZeroLight,https://www.crunchbase.com/organization/zerolight,Seed,916000,GBP,1571777,2014-07-04,"Columbia Lake Partners, Northstar Ventures, Prime Ventures",3,ZeroLight is a creator of the world's most advanced car configurator solution.,"3D Technology, Augmented Reality, Virtual Reality"
Seed Round - Nodes & Links,https://www.crunchbase.com/funding_round/nodes-links-seed--697cba95,"London, England, United Kingdom, Europe",Nodes & Links,https://www.crunchbase.com/organization/nodes-links,Seed,1400000,GBP,1776629,2019-06-25,"ADV, Creative Destruction Lab (CDL), Entrepreneur First, Seedcamp",4,Nodes & Links empowers organizations across all domains to tame project complexity.,"Association, Information Technology, Project Management, Software"
Seed Round - Proxisense,https://www.crunchbase.com/funding_round/proxisense-seed--715c4324,"Oxford, Oxfordshire, United Kingdom, Europe",Proxisense,https://www.crunchbase.com/organization/proxisense,Seed,330000,GBP,402245,2016-10-28,"Institution of Mechanical Engineers’ Stephenson LP Fund, Midven, Parkwalk Advisors",3,Proxisense has developed extreme environment proximity sensors and fluid contamination systems.,"Hardware, Sensor"
Seed Round - hiber,https://www.crunchbase.com/funding_round/hiber-f2f0-seed--8a324188,"London, England, United Kingdom, Europe",hiber,https://www.crunchbase.com/organization/hiber-f2f0,Seed,,,,2018-09-06,"Global Founders Capital, Picus Capital",2,Home energy product installation startup,"Energy, Energy Efficiency"
Seed Round - Capdesk,https://www.crunchbase.com/funding_round/capdesk-bring-shares-to-life-seed--3d147493,"London, England, United Kingdom, Europe",Capdesk,https://www.crunchbase.com/organization/capdesk-bring-shares-to-life,Seed,1500000,GBP,1980692,2019-03-20,Fuel Ventures,1,"Capdesk is an equity management platform helping companies manage cap tables, shareholder registers, and employee shares.","Asset Management, Financial Services, FinTech, SaaS"
Seed Round - Sano Genetics,https://www.crunchbase.com/funding_round/heterogeneous-seed--195e1fe7,"Cambridge, Cambridgeshire, United Kingdom, Europe",Sano Genetics,https://www.crunchbase.com/organization/heterogeneous,Seed,500000,GBP,652751,2019-04-09,"Daniel Murrell, Gordon Ashworth, Jon Folland, Paul Forster, Ramesh Haridas, Seedcamp, University of Cambridge Enterprise, Will Neale",8,Sano Genetics is a personalised medicine research platform with data privacy and transparency at its core.,"Biotechnology, Health Care, Information Technology, Marketplace, Real Time"
Seed Round - Pixoneye,https://www.crunchbase.com/funding_round/pixoneye-seed--1bc4064a,"London, England, United Kingdom, Europe",Pixoneye,https://www.crunchbase.com/organization/pixoneye,Seed,400000,GBP,617692,2015-09-10,"Collider, HBS Alumni Angels, Seedrs, Wayra",4,Pixoneye is a data analytics SaaS company.,"Advertising, Analytics, Artificial Intelligence, Machine Learning, Marketing, SaaS, Software"
Seed Round - ZigZag Global,https://www.crunchbase.com/funding_round/zigzag-global-seed--3b1fedc5,"London, England, United Kingdom, Europe",ZigZag Global,https://www.crunchbase.com/organization/zigzag-global,Seed,180000,GBP,236468,2016-08-27,"Ascension, Dolphin Finance Corporation",2,ZigZag Global is a software platform that helps retailers manage their returns globally.,"B2B, E-Commerce, Retail, SaaS, Software"
Seed Round - BankiFi,https://www.crunchbase.com/funding_round/bankifi-seed--5be990fb,"Manchester, Manchester, United Kingdom, Europe",BankiFi,https://www.crunchbase.com/organization/bankifi,Seed,2200000,GBP,3029673,2021-09-01,"Greater Manchester Combined Authority, Praetura Ventures",2,BankiFi is a bussiness technology firm.,"Financial Services, FinTech"
Seed Round - OxSyBio,https://www.crunchbase.com/funding_round/oxsybio-seed--46974aaa,"London, England, United Kingdom, Europe",OxSyBio,https://www.crunchbase.com/organization/oxsybio,Seed,1000000,GBP,1679185,2014-04-17,"IP Group, Oxford University Innovation",2,OxSyBio is developing 3D printing techniques to produce a range of tissue-like & functional tissues for medical research.,"3D Printing, 3D Technology, Biotechnology, Medical"
Seed Round - Idenprotect,https://www.crunchbase.com/funding_round/idenprotect-seed--3e9f6a5e,"Guildford, Surrey, United Kingdom, Europe",Idenprotect,https://www.crunchbase.com/organization/idenprotect,Seed,1500000,GBP,1854751,2016-12-20,,,"Idenprotect gives you swift, simple and secure access to all your corporate applications without ever needing to use a password.","Cyber Security, Identity Management, Information Technology, Network Security, Software, Web Browsers"
Seed Round - Capella BioScience,https://www.crunchbase.com/funding_round/capella-bioscience-seed--ef184ea9,"London, England, United Kingdom, Europe",Capella BioScience,https://www.crunchbase.com/organization/capella-bioscience,Seed,,,,2014-12-01,Lux Capital,1,Capella Bioscience engages in the discovery and development of monoclonal antibodies.,"Biotechnology, Health Care, Pharmaceutical"
Seed Round - Globacap,https://www.crunchbase.com/funding_round/globacap-seed--b5b72630,"London, England, United Kingdom, Europe",Globacap,https://www.crunchbase.com/organization/globacap,Seed,1500000,USD,1500000,2018-10-20,,,"We enable freedom through automation. We’re driving the evolution of capital markets by making processes frictionless, on a global scale.","Blockchain, Financial Services, FinTech, Software"
Seed Round - Obrizum,https://www.crunchbase.com/funding_round/obrizum-group-seed--ba385c99,"Cambridge, Cambridgeshire, United Kingdom, Europe",Obrizum,https://www.crunchbase.com/organization/obrizum-group,Seed,1800000,GBP,2471156,2021-01-21,PwC,1,OBRIZUM is an AI based digital learning platform for companies and organizations.,"Artificial Intelligence, E-Learning, EdTech, Software"
Seed Round - Learnerbly,https://www.crunchbase.com/funding_round/learnerbly-seed--522078e5,"London, England, United Kingdom, Europe",Learnerbly,https://www.crunchbase.com/organization/learnerbly,Seed,5000,USD,5000,2019-09-01,SFC Capital,1,Learnerbly is a Learning Development Platform.,"Corporate Training, E-Learning, EdTech"
Seed Round - Oxford Semantic Technologies,https://www.crunchbase.com/funding_round/oxford-semantic-technologies-seed--cc51cea4,"Oxford, Oxfordshire, United Kingdom, Europe",Oxford Semantic Technologies,https://www.crunchbase.com/organization/oxford-semantic-technologies,Seed,,,,2017-03-01,Oxford Science Enterprises,1,The developers of RDFox. Oxford Semantic Technologies' mission to bring cutting-edge research in semantic web technologies to industry.,"Information Services, Information Technology"
Seed Round - Mind Foundry,https://www.crunchbase.com/funding_round/mind-foundry-seed--d5918e51,"Oxford, Oxfordshire, United Kingdom, Europe",Mind Foundry,https://www.crunchbase.com/organization/mind-foundry,Seed,2600000,GBP,3359968,2017-09-04,"Oxford Science Enterprises, Parkwalk Advisors",2,Mind Foundry is an Oxford University company that has developed an AI platform to solve the world's most important problems.,"Artificial Intelligence, Big Data, Data Integration, Enterprise Software, Finance, Insurance, Machine Learning"
Seed Round - Repositive,https://www.crunchbase.com/funding_round/repositive-ltd-seed--f5ee29c7,"Cambridge, Cambridgeshire, United Kingdom, Europe",Repositive,https://www.crunchbase.com/organization/repositive-ltd,Seed,,,,2013-10-02,Wayra,1,Repositive offers a platform that enables individuals to access and share human genomic data.,"Analytics, Big Data, Data Integration, Search Engine"
Seed Round - Medefer,https://www.crunchbase.com/funding_round/medefer-seed--ff60b638,"London, England, United Kingdom, Europe",Medefer,https://www.crunchbase.com/organization/medefer,Seed,150000,GBP,229931,2015-06-03,Seedcamp,1,"At Medefer, we want to be the world’s most patient-focused virtual health service","Health Care, Medical"
Seed Round - FIXR,https://www.crunchbase.com/funding_round/fixr-app-seed--22e9919f,"London, England, United Kingdom, Europe",FIXR,https://www.crunchbase.com/organization/fixr-app,Seed,,,,2016-04-19,The FSE Group,1,FIXR is a global events management and ticketing platform built for fans and organisers.,"Events, Mobile, Ticketing"
Seed Round - Yoto,https://www.crunchbase.com/funding_round/yoto-seed--d7093a23,"London, England, United Kingdom, Europe",Yoto,https://www.crunchbase.com/organization/yoto,Seed,2500000,GBP,3533864,2021-05-11,"Emerge Education, Global Founders Capital",2,Yoto - The screen-free audio platform for kids.,"Audio, Audiobooks, Children, Content, EdTech, Hardware, Internet Radio, Music, Podcast"
