search URL:,https://patents.google.com/?assignee=glasgow+univ&after=filing:20100101&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
AU-2010282547-A1,Methods and compositions for treating leukemia ,"Novartis Ag, The University Court Of The University Of Glasgow","Mhairi Copland, Marion Dorsch, David Irvine, Paul W. Manley, Stefan Peukert",2009-08-12,2010-08-11,2012-02-16,,https://patents.google.com/patent/AU2010282547A1/en,
GB-201315755-D0,Device and method for causing aggregation of blood cells and method of treating bleeding from an injury. ,Univ Glasgow,,2013-09-04,2013-09-04,2013-10-16,,https://patents.google.com/patent/GB201315755D0/en,
CN-202451343-U,Ignition system of internal combustion engine ,"四川得弘电子科技有限公司, 英国格拉斯哥大学","李耘, 陈伟, 孙方",2011-09-28,2011-09-28,2012-09-26,2012-09-26,https://patents.google.com/patent/CN202451343U/en,https://patentimages.storage.googleapis.com/11/96/d8/678da9a7596728/HDA0000096701750000042.png
GB-201315532-D0,Methods for detecting proteins ,Univ Glasgow,,2013-08-30,2013-08-30,2013-10-16,,https://patents.google.com/patent/GB201315532D0/en,
EP-3183785-B1,Improved laser structure ,The University Court of the University of Glasgow,"Richard James Edward TAYLOR, David T D CHILDS, Richard Hogg",2014-08-22,2015-08-21,2020-01-15,2020-01-15,https://patents.google.com/patent/EP3183785B1/en,https://patentimages.storage.googleapis.com/e3/7a/08/6cf8b40785a9fc/imgf0001.png
GB-201410631-D0,Method and apparatus for evaluating defocus in an image of a scene ,Univ Glasgow,,2014-06-13,2014-06-13,2014-07-30,,https://patents.google.com/patent/GB201410631D0/en,
US-9981005-B2,Methods for increasing DISC1 in a subject with schizophrenia or bipolar disorder by an antagonist inhibiting DISC1 binding to FBXW7 ,The University Court Of The University Of Glasgow,George Baillie,2013-09-27,2014-09-29,2018-05-29,2018-05-29,https://patents.google.com/patent/US9981005B2/en,https://patentimages.storage.googleapis.com/d4/d0/80/072d7f0c620036/US09981005-20180529-D00001.png
US-2018321164-A1,Method of analyzing molecular properties and spectrometer for the same ,"The University Court Of The University Of Glasgow, Max-Planck-Gesellschaft Zur Förderung Der Wissensc Haften E.V.","Robert P. CAMERON, Jörg B. GÖTTE, Stephen M. Barnett",2015-11-06,2016-11-04,2018-11-08,,https://patents.google.com/patent/US20180321164A1/en,https://patentimages.storage.googleapis.com/4c/71/b3/95c56580cee7d5/US20180321164A1-20181108-D00000.png
GB-201104114-D0,Polarisation control device ,Univ Glasgow,,2011-03-10,2011-03-10,2011-04-27,,https://patents.google.com/patent/GB201104114D0/en,
GB-201021551-D0,Method & apparatus ,"Doosan Power Systems Ltd, Univ The Glasgow",,2010-12-21,2010-12-21,2011-02-02,,https://patents.google.com/patent/GB201021551D0/en,
CN-202217579-U,Electromagnetic coupler for ignition of internal combustion engine ,"四川得弘电子科技有限公司, 英国格拉斯哥大学","李耘, 陈伟, 孙方",2011-09-28,2011-09-28,2012-05-09,2012-05-09,https://patents.google.com/patent/CN202217579U/en,https://patentimages.storage.googleapis.com/47/e5/fb/509bfe699ff755/HDA0000096766520000041.png
US-2022039395-A1,Insect control agents ,"The University Court Of The University Of Glasgow, The Usa, As Represented By The Sec Of Agriculture","Lucy Alford, Julian A. DOW, Shireen A. DAVIES, Ronald J. Nachman",2018-12-03,2019-12-03,2022-02-10,,https://patents.google.com/patent/US20220039395A1/en,https://patentimages.storage.googleapis.com/c0/24/ad/ebed6c63bda392/US20220039395A1-20220210-D00000.png
EP-3200813-B1,Pulmonary administration of pyocins for treating bacterial respiratory infections ,The University Court Of The University Of Glasgow,"Daniel Walker, Laura MCCAUGHEY",2014-09-23,2015-09-22,2021-04-07,2021-04-07,https://patents.google.com/patent/EP3200813B1/en,https://patentimages.storage.googleapis.com/fd/2c/27/3c7af45c5bdc1e/imgf0001.png
GB-201219110-D0,Cell seeding method and device ,Univ Glasgow,,2012-10-24,2012-10-24,2012-12-05,,https://patents.google.com/patent/GB201219110D0/en,
WO-2014091373-A1,Cellular and molecular therapies for peripheral vascular disease ,The University Court Of The University Of Glasgow,"Paul Shiels, Wayne Davies",2012-12-11,2013-12-05,2014-06-19,,https://patents.google.com/patent/WO2014091373A1/en,
WO-2011042682-A2,"Intermediate band semiconductor photovoltaic devices, uses thereof and methods for their manufacture ",The University Court Of The University Of Glasgow,Colin Stanley,2009-10-09,2010-09-29,2011-04-14,,https://patents.google.com/patent/WO2011042682A2/en,
CN-102360868-B,Electromagnetic coupling device for ignition of internal combustion engine ,"四川得弘电子科技有限公司, 英国格拉斯哥大学","李耘, 陈伟, 孙方",2011-09-28,2011-09-28,2013-10-16,2013-10-16,https://patents.google.com/patent/CN102360868B/en,https://patentimages.storage.googleapis.com/58/3c/0d/67908e87a4fc6e/HDA0000096437300000032.png
WO-2017009253-A1,Methods and means for increasing stress tolerance and biomass in plants ,"The University Court Of The University Of Glasgow, Bayer Cropscience Lp","Anna Amtmann, Giorgio PERRELLA, Matthew Hannah",2015-07-10,2016-07-08,2017-01-19,,https://patents.google.com/patent/WO2017009253A1/en,
GB-201708504-D0,Analog-to-digital converter and method for operating same ,"Univ Court Univ Of Glasgow, Univ Electronic Science & Tech China, Univ Of Pavia",,2017-05-26,2017-05-26,2017-07-12,,https://patents.google.com/patent/GB201708504D0/en,
US-2023023897-A1,System and method for cell characterisation in biological tissue ,"The University Court Of The University Of Glasgow, The University Court Of The University Of Edinburgh","John Richard MERCER, Steven NEALE, Anubhav BUSSOOA, Daniel HOARE, Nosrat MIRZAI, Jakub CZYZEWSKI, Michael HOLSGROVE, Srinjoy Mitra, Andreas TSIAMIS, Jamie MARLAND",2021-07-26,2021-07-26,2023-01-26,,https://patents.google.com/patent/US20230023897A1/en,https://patentimages.storage.googleapis.com/71/01/86/b3092c65dbb92a/US20230023897A1-20230126-D00000.png
US-2022389414-A1,Molecular computing methods and systems for solving computational problems ,"The Governing Council Of The University Of Toronto, Wisconsin Alumni Research Foundation, The University Court Of The University Of Glasgow, President And Fellows Of Harvard College, Northwestern University","Alan Aspuru-Guzik, Si Yue GUO, Tony Chang-Chi Wu, Pascal Thomas FRIEDERICH, Randall Howard Goldsmith, Leroy Cronin, Abhishek Sharma, Yudong Cao, Nathan C. Gianneschi, Christopher James FORMAN",2019-10-28,2020-10-28,2022-12-08,,https://patents.google.com/patent/US20220389414A1/en,https://patentimages.storage.googleapis.com/82/e0/f0/314d84c832803c/US20220389414A1-20221208-D00000.png
GB-202204372-D0,A vital signs monitoring system ,"Univ Of The West Of Scotland, Univ Court Univ Of Glasgow",,2022-03-28,2022-03-28,2022-05-11,,https://patents.google.com/patent/GB202204372D0/en,
GB-201915054-D0,Diagnosis ,"Univ London Queen Mary, Univ Court Univ Of Glasgow",,2019-10-17,2019-10-17,2019-12-04,,https://patents.google.com/patent/GB201915054D0/en,
GB-201704722-D0,MECP2 Based therapy ,"Univ Edinburgh, Univ Court Univ Of Glasgow",,2017-03-24,2017-03-24,2017-05-10,,https://patents.google.com/patent/GB201704722D0/en,
GB-201704704-D0,MeCP2 expression cassettes ,"Univ Court Univ Of Glasgow, Univ Edinburgh",,2017-03-24,2017-03-24,2017-05-10,,https://patents.google.com/patent/GB201704704D0/en,
EP-3247790-A1,Cell maturation process ,"Scottish National Blood Transfusion Service, University Court of The University of Glasgow, Loughborough University Innovations Limited","Robert Thomas, Forhad AHMED, Rachel BAYLEY, Joanne Mountford, Katie GLEN",2015-01-23,2016-01-22,2017-11-29,,https://patents.google.com/patent/EP3247790A1/en,
GB-201012855-D0,Apparatus and method for the manipulation of objects using ultrasound ,"Univ Dundee, Univ Southampton, Univ Glasgow, Univ Bristol",,2010-07-30,2010-07-30,2010-09-15,,https://patents.google.com/patent/GB201012855D0/en,
GB-202007708-D0,Materials and methods for treatment of dupuytren's disease ,Univ Court Univ Of Glasgow,,2020-05-22,2020-05-22,2020-07-08,,https://patents.google.com/patent/GB202007708D0/en,
GB-201908318-D0,Anti-parasitic agents ,Univ Court Univ Of Glasgow,,2019-06-11,2019-06-11,2019-07-24,,https://patents.google.com/patent/GB201908318D0/en,
GB-202207147-D0,Localised surface plasmonic sensing ,Univ Court Univ Of Glasgow,,2022-05-16,2022-05-16,2022-06-29,,https://patents.google.com/patent/GB202207147D0/en,
GB-202001489-D0,Surface plasmonic sensing ,Univ Court Univ Of Glasgow,,2020-02-04,2020-02-04,2020-03-18,,https://patents.google.com/patent/GB202001489D0/en,
GB-202003993-D0,Method for estimating molecular ,Univ Court Univ Of Glasgow,,2020-03-19,2020-03-19,2020-05-06,,https://patents.google.com/patent/GB202003993D0/en,
GB-202005170-D0,Apparatus and method for biomarker detection ,Univ Court Univ Of Glasgow,,2020-04-08,2020-04-08,2020-05-20,,https://patents.google.com/patent/GB202005170D0/en,
GB-202005633-D0,Fluid handling device and methods ,Univ Court Univ Of Glasgow,,2020-04-17,2020-04-17,2020-06-03,,https://patents.google.com/patent/GB202005633D0/en,
GB-202006243-D0,Automated chemical synthesis platform ,Univ Court Univ Of Glasgow,,2020-04-28,2020-04-28,2020-06-10,,https://patents.google.com/patent/GB202006243D0/en,
GB-202006449-D0,"Supercapacitor device, manufacture and uses thereof ",Univ Court Univ Of Glasgow,,2020-05-01,2020-05-01,2020-06-17,,https://patents.google.com/patent/GB202006449D0/en,
GB-202008445-D0,Insect neuropeptide analogues ,Univ Court Univ Of Glasgow,,2020-06-04,2020-06-04,2020-07-22,,https://patents.google.com/patent/GB202008445D0/en,
GB-201918539-D0,Compounds for use in treatment and prophylaxis ,Univ Court Univ Of Glasgow,,2019-12-16,2019-12-16,2020-01-29,,https://patents.google.com/patent/GB201918539D0/en,
GB-202001040-D0,Microvascular angina ,"Univ Court Univ Of Glasgow, Cambridge Entpr Ltd",,2020-01-24,2020-01-24,2020-03-11,,https://patents.google.com/patent/GB202001040D0/en,
GB-201912343-D0,Liquid characterisation ,Univ Court Univ Of Glasgow,,2019-08-28,2019-08-28,2019-10-09,,https://patents.google.com/patent/GB201912343D0/en,
EP-2914271-A2,Agents for the prevention and/or treatment of central nervous system damage ,"The University Of Liverpool, The University Court Of The University Of Glasgow","Jeremy Ewan Turnbull, Scott Ernest GUIMOND, Sophie Marie THOMPSON, Susan Carol BARNETT, Jennifer Rosemary HIGGINSON",2012-11-01,2013-11-01,2015-09-09,,https://patents.google.com/patent/EP2914271A2/en,
AU-2018361975-A1,Method of treating tendinopathy using interleukin-17 (IL-17) antagonists ,"Novartis Ag, University Court Of The University Of Glasgow","Gerard Bruin, Shea CARTER, Frank Kolbinger, Iain Mcinnes, Neal MILLAR, Linda Mindeholm, Matthias Schieker, Eckhard Weber",2017-11-02,2018-11-01,2020-05-07,,https://patents.google.com/patent/AU2018361975A1/en,
GB-201814450-D0,Antisense oligonucleotides ,Univ Court Univ Of Glasgow,,2018-09-05,2018-09-05,2018-10-17,,https://patents.google.com/patent/GB201814450D0/en,
GB-201808149-D0,Protected amino acids ,Univ Court Univ Of Glasgow,,2018-05-18,2018-05-18,2018-07-11,,https://patents.google.com/patent/GB201808149D0/en,
GB-201803549-D0,Networked reaction systems ,Univ Court Univ Of Glasgow,,2018-03-06,2018-03-06,2018-04-18,,https://patents.google.com/patent/GB201803549D0/en,
GB-201802529-D0,Calibration method and apparatus ,Univ Court Univ Of Glasgow,,2018-02-16,2018-02-16,2018-04-04,,https://patents.google.com/patent/GB201802529D0/en,
US-11542518-B2,Methods for optogenetic manipulation of stomatal function ,University Court Of The University Of Glasgow,"John Christie, Mike BLATT",2019-02-19,2020-02-19,2023-01-03,2023-01-03,https://patents.google.com/patent/US11542518B2/en,https://patentimages.storage.googleapis.com/d3/34/d3/1124fdef442b5f/US11542518-20230103-D00000.png
GB-201905314-D0,Scintillating waveguide support apparatus ,"Lynkeos Tech Limited, Univ Court Univ Of Glasgow",,2019-04-15,2019-04-15,2019-05-29,,https://patents.google.com/patent/GB201905314D0/en,
GB-201901913-D0,Microvascular angina ,"Univ Court Univ Of Glasgow, Cambridge Entpr Ltd",,2019-02-12,2019-02-12,2019-04-03,,https://patents.google.com/patent/GB201901913D0/en,
GB-201901078-D0,Electrochemical device and method for its manufacture ,Univ Court Univ Of Glasgow,,2019-01-25,2019-01-25,2019-03-13,,https://patents.google.com/patent/GB201901078D0/en,
GB-201815424-D0,Chemical computer ,Univ Court Univ Of Glasgow,,2018-09-21,2018-09-21,2018-11-07,,https://patents.google.com/patent/GB201815424D0/en,
EP-3805785-A1,Device for characterising the actimetry of a subject in real time ,"Centre National de la Recherche Scientifique, ENSEA - Ecole Nationale Supérieure de l'Electronique et de ses Applications, Université Cergy-Pontoise, The University Court of the University of Glasgow","Olivier Romain, Julien LEKERNEC, Jordane LORANDEL, Francesco FIORANELLI",2019-10-07,2019-10-07,2021-04-14,,https://patents.google.com/patent/EP3805785A1/en,https://patentimages.storage.googleapis.com/f7/e2/24/6e4701a4ce85fa/imgf0001.png
GB-202010407-D0,Micromachined mechcahnical part and methods of fabrication thereof ,Univ Court Univ Of Glasgow,,2020-07-07,2020-07-07,2020-08-19,,https://patents.google.com/patent/GB202010407D0/en,
GB-202015531-D0,A heat pump system ,Univ Court Univ Of Glasgow,,2020-09-30,2020-09-30,2020-11-11,,https://patents.google.com/patent/GB202015531D0/en,
GB-202019762-D0,Compounds for use in treatment and prophylaxis ,Univ Court Univ Of Glasgow,,2020-12-15,2020-12-15,2021-01-27,,https://patents.google.com/patent/GB202019762D0/en,
GB-202103243-D0,Targeting peptide ,Univ Court Univ Of Glasgow,,2021-03-09,2021-03-09,2021-04-21,,https://patents.google.com/patent/GB202103243D0/en,
GB-202301005-D0,Fluorescence lifetime determination ,Univ Court Univ Of Glasgow,,2023-01-24,2023-01-24,2023-03-08,,https://patents.google.com/patent/GB202301005D0/en,
GB-202110897-D0,Ultrasonic transducer ,Univ Court Univ Of Glasgow,,2021-07-29,2021-07-29,2021-09-15,,https://patents.google.com/patent/GB202110897D0/en,
GB-202113077-D0,Composition for 3D tissue culture ,Univ Court Univ Of Glasgow,,2021-09-14,2021-09-14,2021-10-27,,https://patents.google.com/patent/GB202113077D0/en,
GB-202203339-D0,Targeting peptide ,Univ Court Univ Of Glasgow,,2022-03-10,2022-03-10,2022-04-27,,https://patents.google.com/patent/GB202203339D0/en,
GB-202203955-D0,Hybrid chemical computer ,Univ Court Univ Of Glasgow,,2022-03-21,2022-03-21,2022-05-04,,https://patents.google.com/patent/GB202203955D0/en,
GB-202205277-D0,Apparatus and method for detecting hidden objects ,Univ Court Univ Of Glasgow,,2022-04-11,2022-04-11,2022-05-25,,https://patents.google.com/patent/GB202205277D0/en,
GB-202205885-D0,Particulate transport ,Univ Court Univ Of Glasgow,,2022-04-22,2022-04-22,2022-06-08,,https://patents.google.com/patent/GB202205885D0/en,
GB-202206455-D0,Dielectrophoresis (DEP) microfluidic device ,"Epigem Ltd, Univ Court Univ Of Glasgow",,2022-05-03,2022-05-03,2022-06-15,,https://patents.google.com/patent/GB202206455D0/en,
GB-202300942-D0,Methods and systems for passive RFID-based occupancy determination ,Univ Court Univ Of Glasgow,,2023-01-23,2023-01-23,2023-03-08,,https://patents.google.com/patent/GB202300942D0/en,
GB-202208347-D0,Targets for cancer therapy ,Univ Court Univ Of Glasgow,,2022-06-07,2022-06-07,2022-07-20,,https://patents.google.com/patent/GB202208347D0/en,
GB-202209476-D0,Chemical synthesis platform ,Univ Court Univ Of Glasgow,,2022-06-28,2022-06-28,2022-08-10,,https://patents.google.com/patent/GB202209476D0/en,
GB-202210503-D0,Materials and methods for treatment of chronic myeloid leukemia (CML) ,Univ Court Univ Of Glasgow,,2022-07-18,2022-07-18,2022-08-31,,https://patents.google.com/patent/GB202210503D0/en,
GB-202211318-D0,Method of reducing nitro compounds ,Univ Court Univ Of Glasgow,,2022-08-03,2022-08-03,2022-09-14,,https://patents.google.com/patent/GB202211318D0/en,
GB-202300853-D0,C-raf inhibitors ,Univ Court Univ Of Glasgow,,2023-01-20,2023-01-20,2023-03-08,,https://patents.google.com/patent/GB202300853D0/en,
GB-202219576-D0,Polypeptides ,Univ Court Univ Of Glasgow,,2022-12-22,2022-12-22,2023-02-08,,https://patents.google.com/patent/GB202219576D0/en,
GB-202217097-D0,Granular material conveyance and transfer apparatus ,Univ Court Univ Of Glasgow,,2022-11-16,2022-11-16,2022-12-28,,https://patents.google.com/patent/GB202217097D0/en,
GB-201401068-D0,Cell maturation process ,"Scottish Nat Blood Transfusion Service, Univ Loughborough, Univ Glasgow",,2014-01-22,2014-01-22,2014-03-05,,https://patents.google.com/patent/GB201401068D0/en,
GB-201707743-D0,Three dimensional structure with sensor capability ,Univ Court Univ Of Glasgow,,2017-05-15,2017-05-15,2017-06-28,,https://patents.google.com/patent/GB201707743D0/en,
GB-201716375-D0,Semiconductor device ,Univ Court Univ Of Glasgow,,2017-10-06,2017-10-06,2017-11-22,,https://patents.google.com/patent/GB201716375D0/en,
GB-201800436-D0,Imaging system ,Univ Court Univ Of Glasgow,,2018-01-11,2018-01-11,2018-02-28,,https://patents.google.com/patent/GB201800436D0/en,
GB-202213747-D0,Methods and platform for chemical synthesis ,Univ Court Univ Of Glasgow,,2022-09-20,2022-09-20,2022-11-02,,https://patents.google.com/patent/GB202213747D0/en,
GB-202213839-D0,Biomagnetidm measurement system and method for sensing biomagnetic signals ,Univ Court Univ Of Glasgow,,2022-09-22,2022-09-22,2022-11-09,,https://patents.google.com/patent/GB202213839D0/en,
GB-202217098-D0,Granular material conveyance and transfer apparatus ,Univ Court Univ Of Glasgow,,2022-11-16,2022-11-16,2022-12-28,,https://patents.google.com/patent/GB202217098D0/en,
GB-202215240-D0,Photonic device ,"Univ Court Univ Of Glasgow, Vector Photonics Ltd",,2022-10-14,2022-10-14,2022-11-30,,https://patents.google.com/patent/GB202215240D0/en,
WO-2015200779-A3,Methods of prevention and treatment of viral disease by use of ddx3 inhibitors ,"The Johns Hopkins University, University Of Glasgow","Venu Raman, Arvind H. Patel",2014-06-26,2015-06-26,2016-08-11,,https://patents.google.com/patent/WO2015200779A3/en,
GB-201214106-D0,Immunomodulatory compounds ,"Univ Strathclyde, Univ Glasgow",,2012-08-07,2012-08-07,2012-09-19,,https://patents.google.com/patent/GB201214106D0/en,
WO-2021072056-A1,"P53 peptide disrupters of f0x04:p53 protein binding, variants and conjugates thereof. ","Portage Glasgow Limited, University Of Glasgow","Frank W. MARCOUX, George Scott BAILLIE, Connor Macleod BLAIR",2019-10-08,2020-10-08,2021-04-15,,https://patents.google.com/patent/WO2021072056A1/en,
GB-201010945-D0,Devices and methods for monitoring and/or treatment of tumours ,"Univ Glasgow, Greater Glasgow Health Board",,2010-06-29,2010-06-29,2010-08-11,,https://patents.google.com/patent/GB201010945D0/en,
GB-201503124-D0,Network-on-chip analysis system ,Univ Glasgow,,2015-02-25,2015-02-25,2015-04-08,,https://patents.google.com/patent/GB201503124D0/en,
EP-4124661-A1,Personalization in prostate cancer by use of the prostate cancer pde4d7 knock-down score ,"Koninklijke Philips N.V., The University Court of the University of Glasgow","Ralf Dieter HOFFMANN, George Baillie",2021-07-26,2021-07-26,2023-02-01,,https://patents.google.com/patent/EP4124661A1/en,https://patentimages.storage.googleapis.com/1e/28/69/0432dd521d38c8/imgf0001.png
GB-201517655-D0,Polypeptide synthesis ,Univ Glasgow,,2015-10-06,2015-10-06,2015-11-18,,https://patents.google.com/patent/GB201517655D0/en,
GB-201321237-D0,Materials and methods for treatment of pulmonary arterial hypertension ,Univ Glasgow,,2013-12-02,2013-12-02,2014-01-15,,https://patents.google.com/patent/GB201321237D0/en,
AU-2014201941-A1,Methods and compositions for treating leukemia ,"Novartis Ag, The University Court Of The University Of Glasgow","Mhairi Copland, Marion Dorsch, David Irvine, Paul W. Manley, Stefan Peukert",2009-08-12,2014-04-04,2014-04-24,,https://patents.google.com/patent/AU2014201941A1/en,
GB-201415583-D0,Electronic Device ,Univ The Glasgow,,2014-09-03,2014-09-03,2014-10-15,,https://patents.google.com/patent/GB201415583D0/en,
US-2023012505-A1,Sensor readout circuit for a biomagnetism measurement system ,The University Court Of The University Of Glasgow,"Hadi HEIDARI, Siming ZUO",2021-07-19,2021-07-19,2023-01-19,,https://patents.google.com/patent/US20230012505A1/en,https://patentimages.storage.googleapis.com/9f/a6/de/746f39677b6feb/US20230012505A1-20230119-D00000.png
ES-2668494-B1,TAO ALOSTERIC INHIBITORS AS ANTIPARASITARY AND YANTIFUNGIC AGENTS ,"Consejo Superior Investigacion, Univ Glasgow Court","Christophe Dardonville, Koning Hendrik Pieter De, Godwin Unekwuojo Ebiloma",2016-10-17,2016-10-17,2019-02-26,2019-02-26,https://patents.google.com/patent/ES2668494B1/en,
GB-201208770-D0,Compounds for use in the treatment of adenovirus infections ,Univ Glasgow,,2012-05-17,2012-05-17,2012-07-04,,https://patents.google.com/patent/GB201208770D0/en,
GB-201416570-D0,Materials and methods for treatment of pulmonary arterial hypertenion ,Univ Glasgow,,2014-09-19,2014-09-19,2014-11-05,,https://patents.google.com/patent/GB201416570D0/en,
GB-201114898-D0,Pixel circuit ,Univ Glasgow,,2011-08-26,2011-08-26,2011-10-12,,https://patents.google.com/patent/GB201114898D0/en,
GB-201404488-D0,Materials and methods for decreasing Raf-1 activation ,Univ Glasgow,,2014-03-13,2014-03-13,2014-04-30,,https://patents.google.com/patent/GB201404488D0/en,
GB-201303830-D0,"Methods,unit and device relating to the manufacture,processing,synthesising or screening of radiopharmaceutical compositions ",Univ Glasgow,,2013-03-04,2013-03-04,2013-04-17,,https://patents.google.com/patent/GB201303830D0/en,
GB-201508931-D0,Materials and methods for tissue regeneration ,Univ Glasgow The And Georgia Tech Res Corp,,2015-05-26,2015-05-26,2015-07-01,,https://patents.google.com/patent/GB201508931D0/en,
GB-201021622-D0,Preparation of N-Formyl benzotriazoles ,Univ Glasgow,,2010-12-21,2010-12-21,2011-02-02,,https://patents.google.com/patent/GB201021622D0/en,
EP-2624860-A2,Inhibitors of PDE4 binding to HSP20 ,The University Court Of The University Of Glasgow,"George Baillie, Miles Houslay, Jon Day",2010-10-08,2011-10-07,2013-08-14,,https://patents.google.com/patent/EP2624860A2/en,
CN-115542217-A,Echo interval shuffling for echo planar imaging ,"西门子医疗有限公司, 格拉斯哥大学","帕特里克·利比希, 大卫·安德鲁·波特, 罗宾·海德曼",2021-06-30,2022-06-28,2022-12-30,,https://patents.google.com/patent/CN115542217A/en,https://patentimages.storage.googleapis.com/05/10/70/9ad4d798627d60/HDA0003717576990000011.png
GB-201104681-D0,Roles for chitinase-like proteins in disease states ,Univ Glasgow,,2011-03-18,2011-03-18,2011-05-04,,https://patents.google.com/patent/GB201104681D0/en,
GB-201319262-D0,Electronic device ,Univ Glasgow,,2013-10-31,2013-10-31,2013-12-18,,https://patents.google.com/patent/GB201319262D0/en,
EP-2859094-A1,Genetically modified schmallenberg virus (sbv) for use as vaccine ,The University Court of the University of Glasgow,"Richard M ELLIOT, Gjon BLAKQORI, Elina KOUDRIAKOVA, Beryl MAZEL-SANCHEZ, Xiaohong Shi",2012-06-11,2013-06-07,2015-04-15,,https://patents.google.com/patent/EP2859094A1/en,
US-9840705-B2,Materials and methods for treatment of pulmonary arterial hypertension ,The University Court Of The University Of Glasgow,"Margaret R. MACLEAN, Emma WALLACE, Andrew H. Baker",2013-12-02,2014-12-01,2017-12-12,2017-12-12,https://patents.google.com/patent/US9840705B2/en,https://patentimages.storage.googleapis.com/28/c5/52/8b9c59361aaf27/US09840705-20171212-D00001.png
US-2017198347-A1,Methods and systems for measuring t cell diversity ,The University Court Of The University Of Glasgow,"Edward Seungho Lee, Andrew James Yates",2016-01-12,2017-01-12,2017-07-13,,https://patents.google.com/patent/US20170198347A1/en,https://patentimages.storage.googleapis.com/e8/de/95/2f65f5c00025f2/US20170198347A1-20170713-D00001.png
GB-201101205-D0,Sample cell and apparatus for spectroscopy and spectroscopic method ,Univ Glasgow,,2011-01-24,2011-01-24,2011-03-09,,https://patents.google.com/patent/GB201101205D0/en,
GB-201522690-D0,Nanostructured surfaces ,Univ Glasgow,,2015-12-22,2015-12-22,2016-02-03,,https://patents.google.com/patent/GB201522690D0/en,
GB-2606712-A,Information consensus in distributed critical systems ,Univ Glasgow Court,"Zhang Lei, Xu Hao",2021-05-13,2021-05-13,2022-11-23,,https://patents.google.com/patent/GB2606712A/en,
US-10248032-B1,Dual cone-based polarizer ,"Gooch And Housego Plc, The University Court Of The University Of Glasgow","Peter Edward Mackay, Jonathan Gavin Ironside-Smith, Sonja Franke-Arnold, Neal Matthew Radwell",2018-04-17,2018-04-17,2019-04-02,2019-04-02,https://patents.google.com/patent/US10248032B1/en,https://patentimages.storage.googleapis.com/f4/c3/65/1956b84d013ecd/US10248032-20190402-D00000.png
GB-201418193-D0,"Thermoelectric materials,devices and methods for their manufacture ",Univ Glasgow,,2014-10-14,2014-10-14,2014-11-26,,https://patents.google.com/patent/GB201418193D0/en,
GB-201518839-D0,Conjugates ,Univ Glasgow,,2015-10-23,2015-10-23,2015-12-09,,https://patents.google.com/patent/GB201518839D0/en,
GB-201503969-D0,Reporter gene assay ,Univ Glasgow,,2015-03-09,2015-03-09,2015-04-22,,https://patents.google.com/patent/GB201503969D0/en,
WO-2019185129-A1,Bacterial pathogen derived resistance in plants ,The University Court Of The University Of Glasgow,"William Rooney, Daniel Walker, Joel MILNER, Rhys GRINTER",2018-03-27,2018-03-27,2019-10-03,,https://patents.google.com/patent/WO2019185129A1/en,
SG-10202001005X-A,Methods Of Generating Body Designs For Vehicles Such As Ships ,"Sembcorp Marine Repairs & Upgrades Pte Ltd, Univ Glasgow Court","Joo Hock Ang, Sook Fern Cindy Goh, Prabhakarrao Jirafe Vijay, Li Yun",2020-02-04,2020-02-04,2021-09-29,,https://patents.google.com/patent/SG10202001005XA/en,
EP-2650672-A1,Integrated hydrogel waveguide outcoupler and sensor device ,"Fundacion Tecnalia Research & Innovation, Fundació Privada Institut Català de Nanotecnologia, University Of Glasgow, Institució Catalana de Recerca i Estudis Avançats","Isabel Obieta Vailallonga, Ali Z. Khokhar, Leire Bilbao Alba, Virginia Saez Martinez, Clivia Sotomayor Torres, Timothy Kehoe, Nikolaos Kehagias, Achille Francone, Claudia DELGADO SIMAO, Nikolaj Gadegaard",2012-04-13,2012-04-13,2013-10-16,,https://patents.google.com/patent/EP2650672A1/en,https://patentimages.storage.googleapis.com/14/0b/6d/41bf9cf3010b4c/imgf0001.png
WO-2017109086-A1,Methods for determining pathological tissue damage in higher vertebrates ,"Biomar Group A/S, Marine Harvest (Scotland) Limited, The University Court Of The University Of Glasgow","Peter David Eckersall, Mark James Thomas Braceland, David John Cockerill, John William Tinsley, Ralph Anthony Bickerdike",2015-12-22,2016-12-22,2017-06-29,,https://patents.google.com/patent/WO2017109086A1/en,
