search URL:,https://patents.google.com/?assignee=Univ+Bristol&after=filing:20100101&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CA-2760004-A1,Novel composition ,"Glaxo Group Ltd., Jane Fletcher, Christabel Fowler, Professor Stephen Mann, Charles Richard Parkinson, Dominic Walsh, The University Of Bristol","Jane Fletcher, Christabel Fowler, Professor Stephen Mann, Charles Richard Parkinson, Dominic Walsh",2009-05-15,2010-05-12,2010-11-18,,https://patents.google.com/patent/CA2760004A1/en,
GB-201412136-D0,Sensor ,Univ Bristol,,2014-07-08,2014-07-08,2014-08-20,,https://patents.google.com/patent/GB201412136D0/en,
EP-4031653-A1,Product for therapy and methods ,The University of Bristol,"Timothy James SATCHWELL, Ashley Mark TOYE, Marjolein MEINDERS",2019-09-20,2020-09-21,2022-07-27,,https://patents.google.com/patent/EP4031653A1/en,
EP-3500572-B1,Cytisine derivatives for the treatment of addiction ,The University of Bristol,"Timothy Charles Gallagher, Hugo REGO CAMPELLO",2016-08-19,2017-08-17,2022-10-26,2022-10-26,https://patents.google.com/patent/EP3500572B1/en,
EP-2494028-A4,Methods of increasing yields of pleuromutilins ,"Glaxo Group Ltd, Univ Bristol","Andrew Mark Bailey, Catherine Collins, Amanda Crawford, Gary Foster, Alison Michelle Griffin, Sreedhar Kilaru, Angela Scrogham, David Spence",2009-10-30,2010-10-28,2015-04-01,,https://patents.google.com/patent/EP2494028A4/en,
US-2020233195-A1,Microfluidics analysis system ,The University Of Bristol,"John Charles Clifford Day, Alastair POOLE",2017-07-20,2018-07-11,2020-07-23,,https://patents.google.com/patent/US20200233195A1/en,https://patentimages.storage.googleapis.com/45/63/d9/e50c85d1d0d855/US20200233195A1-20200723-D00000.png
EP-2384203-A1,Contrast agents for medical microwave imaging ,The University of Bristol,"Ian James Craddock, Maciek Bartlomiej Klemm, Andrew Farley, Alan Preece, Jack Leendertz",2009-11-27,2010-11-24,2011-11-09,,https://patents.google.com/patent/EP2384203A1/en,
CA-3103203-A1,Materials and methods for modulating intraocular and intracranial pressure ,"The University Of Bristol, Colin Jonathan CHU",Colin Jonathan CHU,2018-06-12,2019-06-11,2019-12-19,,https://patents.google.com/patent/CA3103203A1/en,
US-2019074152-A1,Electromechanical relay device ,The University Of Bristol,"Sunil Rana, Dinesh Pamunuwa, Liam Anand Boodhoo, Harold Meng Hoon Chong",2016-03-11,2017-03-10,2019-03-07,,https://patents.google.com/patent/US20190074152A1/en,https://patentimages.storage.googleapis.com/51/b1/1a/43ecc88dbe6e03/US20190074152A1-20190307-D00000.png
EP-3662264-A1,Method and apparatus for bacterial analysis ,The University of Bristol,"Massimo Antognozzi, Charlotte BERMINGHAM, Krishna Coimbatore Balram, Ruth OULTON",2017-07-31,2018-07-30,2020-06-10,,https://patents.google.com/patent/EP3662264A1/en,
EP-2897528-A1,Fluid sampling apparatus and method ,The University of Bristol,"Stafford Louis Lightman, Jack Albert Leendertz, Ragini BHAKE",2012-09-21,2013-09-20,2015-07-29,,https://patents.google.com/patent/EP2897528A1/en,
GB-201806727-D0,Multi-frequency wireless sensor ,Univ Bristol,,2018-04-25,2018-04-25,2018-06-06,,https://patents.google.com/patent/GB201806727D0/en,
EP-3515922-A1,A versatile process for the preparation of acylphosphines ,"ETH Zürich, The University of Bristol","Hansjörg Grützmacher, Paul Gerard Pringle, Mark BISPINGHOFF",2016-09-19,2017-09-18,2019-07-31,,https://patents.google.com/patent/EP3515922A1/en,
GB-201703496-D0,Detection apparatus ,Univ Bristol,,2017-03-03,2017-03-03,2017-04-19,,https://patents.google.com/patent/GB201703496D0/en,
GB-2558899-A,Sensor ,Univ Bristol,"Wisnom Michael, Jalalvand Meisam",2017-01-18,2017-01-18,2018-07-25,,https://patents.google.com/patent/GB2558899A/en,
GB-201507965-D0,Compositon and method for the control and monitoring of clotting ,Univ Bristol,,2015-05-11,2015-05-11,2015-06-24,,https://patents.google.com/patent/GB201507965D0/en,
GB-201020071-D0,Method ,Univ Bristol,,2010-11-26,2010-11-26,2011-01-12,,https://patents.google.com/patent/GB201020071D0/en,
GB-201009173-D0,Treatment of pain ,Univ Bristol,,2010-05-28,2010-05-28,2010-07-14,,https://patents.google.com/patent/GB201009173D0/en,
GB-201310610-D0,Object-handling device ,Univ Bristol,,2013-06-14,2013-06-14,2013-07-31,,https://patents.google.com/patent/GB201310610D0/en,
GB-201705897-D0,Method ,Univ Bristol,,2017-04-12,2017-04-12,2017-05-24,,https://patents.google.com/patent/GB201705897D0/en,
GB-201501570-D0,Apparatus ,Univ Bristol,,2015-01-30,2015-01-30,2015-03-18,,https://patents.google.com/patent/GB201501570D0/en,
US-8530150-B2,Detection of risk of pre-eclampsia ,The University Of Bristol,"David Owen Bates, Victoria Louise Bills, Steven James Harper, Yan Qiu",2009-09-25,2010-09-24,2013-09-10,2013-09-10,https://patents.google.com/patent/US8530150B2/en,https://patentimages.storage.googleapis.com/0e/b5/f9/eaeb9ee28fd064/US08530150-20130910-D00001.png
WO-2013008019-A1,Filter ,University Of Bristol,"Thomas Bligh SCOTT, James William MACFARLANE",2011-07-12,2012-07-12,2013-01-17,,https://patents.google.com/patent/WO2013008019A1/en,
WO-2012156746-A1,Orthopaedic material ,University Of Bristol,"Jason Peter MANSELL, Charles Fredrick James FAUL, Ashley William BLOM",2011-05-19,2012-05-17,2012-11-22,,https://patents.google.com/patent/WO2012156746A1/en,
US-2011189284-A1,Peptide Fibres ,University Of Bristol,"Derek Woolfson, Edgardo Abelardo, Eleanor Banwell",2009-12-21,2010-12-21,2011-08-04,,https://patents.google.com/patent/US20110189284A1/en,https://patentimages.storage.googleapis.com/74/b8/3c/1112f86a2b847a/US20110189284A1-20110804-D00000.png
WO-2012106251-A2,Pertussis vaccine ,"The United States Of America, As Represented By The Secretary, Department Of Health And Human Services, National Research Council Of Canada, Cambridge Enterprise Limited, University Of Bristol","Joanna Kubler-Kielb, Rachel Schneerson, John B. Robbins, Ariel Ginzberg, Teresa Lagergard, Evguenii Vinogradov, Duncan MASKELL, Andrew Preston",2011-01-31,2012-01-30,2012-08-09,,https://patents.google.com/patent/WO2012106251A2/en,
US-2015071967-A1,Tolerisation-Inducing Composition ,University Of Bristol,"David Wraith, Elaine Hill",2012-04-02,2013-04-02,2015-03-12,,https://patents.google.com/patent/US20150071967A1/en,https://patentimages.storage.googleapis.com/60/86/ce/1aa545853ad28e/US20150071967A1-20150312-D00001.png
WO-2013007985-A1,Method ,"Imperial Innovations Limited, University Of Bristol","Myra O. MCCLURE, Patrick J. Horner",2011-07-08,2012-07-05,2013-01-17,,https://patents.google.com/patent/WO2013007985A1/en,
WO-2018046908-A2,Vacuum forming a laminate charge ,The University Of Bristol,Alexander Stephen WALLACE,2016-09-07,2017-09-06,2018-03-15,,https://patents.google.com/patent/WO2018046908A2/en,
US-11150221-B2,Sensor system ,"Inductosense Limited, University Of Bristol, Hitachi-Ge Nuclear Energy, Ltd.","Akinori Tamura, Satoshi Kanno, Paul Wilcox, Anthony Croxford, ChengHuan Zhong",2017-06-08,2018-05-24,2021-10-19,2021-10-19,https://patents.google.com/patent/US11150221B2/en,https://patentimages.storage.googleapis.com/f8/b9/79/13aefbaefea2e9/US11150221-20211019-D00000.png
WO-2020089607-A1,Sensor ,"University Of The West Of England, Bristol","Richard Luxton, Janice Kiely, Joel ALLAINGUILLAUME, Jacqueline Mary BARNETT",2018-10-30,2019-10-29,2020-05-07,,https://patents.google.com/patent/WO2020089607A1/en,
EP-3463572-A1,Device for patient monitoring ,"University of The West of England, Bristol, Taunton and Somerset NHS Trust","Sanja DOGRAMADZI, Simon GOLDSWORTHY",2016-05-23,2017-05-19,2019-04-10,,https://patents.google.com/patent/EP3463572A1/en,
GB-201703785-D0,Radiation detector ,"Univ Bristol, Univ Swansea, Univ Hospitals Bristol Nhs Found Trust",,2017-03-09,2017-03-09,2017-04-26,,https://patents.google.com/patent/GB201703785D0/en,
GB-201715528-D0,Molecular Heaters ,"Univ Warwick, Univ Bristol, Univ Of Amsterdam",,2017-09-26,2017-09-26,2017-11-08,,https://patents.google.com/patent/GB201715528D0/en,
GB-201815020-D0,Molecular heaters ,"Univ Warwick, Univ Bristol, Univ Of Amsterdam",,2018-09-14,2018-09-14,2018-10-31,,https://patents.google.com/patent/GB201815020D0/en,
GB-201012855-D0,Apparatus and method for the manipulation of objects using ultrasound ,"Univ Dundee, Univ Southampton, Univ Glasgow, Univ Bristol",,2010-07-30,2010-07-30,2010-09-15,,https://patents.google.com/patent/GB201012855D0/en,
JP-2014045286-A,Transmitter and channel estimation method ,"Nippon Telegr & Teleph Corp <Ntt>, 日本電信電話株式会社, Univ Of Bristol, ユニバーシティ  オブ  ブリストル","Riichi Kudo, 理一 工藤, Masato Mizoguchi, 匡人 溝口, M D Armour Simon, エム  ディ  アーマー サイモン, Mcgeehan Joe, マギーアン ジョー",2012-08-24,2012-08-24,2014-03-13,,https://patents.google.com/patent/JP2014045286A/en,https://patentimages.storage.googleapis.com/c8/eb/47/7d96933c99b55a/2014045286-43.png
GB-201317608-D0,Nanospheres ,"Univ Bristol, Univ Bath",,2013-10-04,2013-10-04,2013-11-20,,https://patents.google.com/patent/GB201317608D0/en,
BR-102018008669-A2,"Trypanocidal substituted 1,4-naphthoquinones, trypanocidal pharmaceutical compositions and uses ","Univ Federal De Alagoas Ufal, Univ Minas Gerais, Univ Bristol","Nunes Da Silva Júnior Eufrânio, Augusto De Melo Jardim Guilherme, Forwood Bower John, Salomão Salem Kelly, Oliveira Fonseca Goulart Marília, Lisboa De Castro Solange, Lúcio Silva Thaissa",2018-04-27,2018-04-27,2019-11-12,,https://patents.google.com/patent/BR102018008669A2/en,
EP-3600000-A1,Probe for optical spectroscopy ,"The University of Bristol, The University Of Exeter, Gloucestershire Hospitals NHS Foundation Trust","Nicholas Stone, John Charles Clifford Day",2017-03-20,2018-03-15,2020-02-05,,https://patents.google.com/patent/EP3600000A1/en,
WO-2023285817-A1,Steerable optical reflector and optical switch ,"University Of Southampton, University Of Bristol","Frederic Gardes, George Kanellos",2021-07-15,2022-07-13,2023-01-19,,https://patents.google.com/patent/WO2023285817A1/en,
WO-2022073973-A1,Means and methods to diagnose gut flora dysbiosis and inflammation ,"Vib Vzw, Katholieke Universiteit Leuven, K.U.Leuven R&D, The University Of Bristol","Jeroen RAES, Sebastian PROOST, Gwen FALONY, Sara Manuel ARAUJO VIEIRA DA SILVA, Nicholas John TIMPSON, David Allen HUGHES",2020-10-05,2021-10-05,2022-04-14,,https://patents.google.com/patent/WO2022073973A1/en,
GB-202018733-D0,Polypeptides and uses thereof ,Univ Bristol,,2020-11-27,2020-11-27,2021-01-13,,https://patents.google.com/patent/GB202018733D0/en,
CA-3183207-A1,Fatty acid complexes of coronavirus spike protein and their use ,"Daniel Joseph Fitzgerald, The University Of Bristol, Imre Berger, Halo Therapeutics Ltd, Christiane BERGER-SCHAFFITZEL, Christine TOELZER, Kapil Gupta","Daniel Joseph Fitzgerald, Imre Berger, Christiane BERGER-SCHAFFITZEL, Christine TOELZER, Kapil Gupta",2020-06-18,2021-06-18,2021-12-23,,https://patents.google.com/patent/CA3183207A1/en,
GB-202203223-D0,Determining Vital Signs ,Univ Bristol,,2022-03-08,2022-03-08,2022-04-20,,https://patents.google.com/patent/GB202203223D0/en,
AU-2022287599-A1,Compositions and methods for delivery of nucleic acid to plant cells ,The University Of Bristol,"David BENITO-ALIFONSO, M. Carmen GALAN, Thomas A. SWIFT, Heather M. WHITNEY",2018-01-05,2022-12-14,2023-02-02,,https://patents.google.com/patent/AU2022287599A1/en,
GB-202202246-D0,Anti-leak system and methods ,Univ Bristol,,2022-02-18,2022-02-18,2022-04-06,,https://patents.google.com/patent/GB202202246D0/en,
GB-202209227-D0,Artificial tubular graft ,Univ Bristol,,2022-06-23,2022-06-23,2022-08-10,,https://patents.google.com/patent/GB202209227D0/en,
GB-202215187-D0,Inductive coil array ,Univ Bristol,,2022-10-14,2022-10-14,2022-11-30,,https://patents.google.com/patent/GB202215187D0/en,
GB-201509693-D0,Orthopaedic and dental material ,Univ Bristol,,2015-06-04,2015-06-04,2015-07-22,,https://patents.google.com/patent/GB201509693D0/en,
GB-201507482-D0,A method and apparatus for shaping quantization noise ,Univ Bristol,,2015-04-30,2015-04-30,2015-06-17,,https://patents.google.com/patent/GB201507482D0/en,
GB-201502370-D0,Hardware security primitive ,Univ Bristol,,2015-02-13,2015-02-13,2015-04-01,,https://patents.google.com/patent/GB201502370D0/en,
GB-201502345-D0,Computer memory architecture and read/write scheme ,Univ Bristol,,2015-02-12,2015-02-12,2015-04-01,,https://patents.google.com/patent/GB201502345D0/en,
GB-201405054-D0,Arrangement for machining a workpiece ,Univ Bristol,,2014-03-21,2014-03-21,2014-05-07,,https://patents.google.com/patent/GB201405054D0/en,
GB-201400666-D0,Reconfigurable network interface system ,"Transfusion Service, Univ Bristol",,2014-01-15,2014-01-15,2014-03-05,,https://patents.google.com/patent/GB201400666D0/en,
GB-201313025-D0,Sensor ,Univ Bristol,,2013-07-22,2013-07-22,2013-09-04,,https://patents.google.com/patent/GB201313025D0/en,
GB-201308982-D0,"Diagnosis, prognosis and treatment of carcinomas ",Univ Bristol,,2013-05-17,2013-05-17,2013-07-03,,https://patents.google.com/patent/GB201308982D0/en,
GB-201304694-D0,Compounds ,Univ Bristol,,2013-03-15,2013-03-15,2013-05-01,,https://patents.google.com/patent/GB201304694D0/en,
GB-201300777-D0,Adaptive voltage scaling with in-situ detectors in commercial field programmable gate arrays ,Univ Bristol,,2013-01-16,2013-01-16,2013-02-27,,https://patents.google.com/patent/GB201300777D0/en,
GB-201221010-D0,A marker for defining stem cells for cartilage regeneration ,Univ Bristol,,2012-11-22,2012-11-22,2013-01-09,,https://patents.google.com/patent/GB201221010D0/en,
GB-201218676-D0,Anti-angiogenic treatments ,Univ Bristol,,2012-10-17,2012-10-17,2012-11-28,,https://patents.google.com/patent/GB201218676D0/en,
GB-201218378-D0,A marker for defining stem cells for cartilage regeneration ,Univ Bristol,,2012-10-12,2012-10-12,2012-11-28,,https://patents.google.com/patent/GB201218378D0/en,
CA-3170657-A1,Gene therapy ,"The University Of Bristol, Rebecca R. FOSTER, Moin Ahson SALEEM-UDDIN, Gavin Iain Welsh","Rebecca R. FOSTER, Moin Ahson SALEEM-UDDIN, Gavin Iain Welsh",2020-03-04,2021-03-04,2021-09-10,,https://patents.google.com/patent/CA3170657A1/en,
CA-3132211-A1,Sensor ,"Cancer Research Technology Limited, The University Of Bristol, Derek Neil WOOLFSON, William Michael DAWSON, Guto Glynn RHYS, David Arne SCOTT, Jordan Michael FLETCHER, Christopher Robin Wells WOOD, James Christopher NORMAN, Cassie Jemma CLARKE","Derek Neil WOOLFSON, William Michael DAWSON, Guto Glynn RHYS, David Arne SCOTT, Jordan Michael FLETCHER, Christopher Robin Wells WOOD, James Christopher NORMAN, Cassie Jemma CLARKE",2019-03-07,2020-03-06,2020-09-10,,https://patents.google.com/patent/CA3132211A1/en,
GB-202003618-D0,Gene Therapy ,"Univ Bristol, Syncona Investment Man Ltd",,2020-03-12,2020-03-12,2020-04-29,,https://patents.google.com/patent/GB202003618D0/en,
GB-202217332-D0,Methods ,"Univ Bristol, Purespring Therapeutics Ltd",,2022-11-18,2022-11-18,2023-01-04,,https://patents.google.com/patent/GB202217332D0/en,
GB-201902717-D0,Heart valve ,"Univ Bristol, Cambridge Entpr Ltd",,2019-02-28,2019-02-28,2019-04-17,,https://patents.google.com/patent/GB201902717D0/en,
GB-201902284-D0,Solidification or crystallisation method ,Univ Bristol,,2019-02-19,2019-02-19,2019-04-03,,https://patents.google.com/patent/GB201902284D0/en,
CN-111094322-A,Delivery of proteins to membranes ,布里斯托大学,"亚当·威廉斯·佩里曼, 罗伯特·克里斯托弗·德勒, 肖文晋, 托马斯·莱恩·菲利普·格林, 本杰明·迈克尔·卡特, 格雷厄姆·约翰·戴, 罗萨莉娅·库阿特孔奇·德林特",2017-09-08,2018-09-07,2020-05-01,,https://patents.google.com/patent/CN111094322A/en,https://patentimages.storage.googleapis.com/e3/41/70/50973d7da5bbdd/HDA0002404938490000013.png
GB-202219008-D0,Teaching feedback system ,Univ Bristol,,2022-12-16,2022-12-16,2023-02-01,,https://patents.google.com/patent/GB202219008D0/en,
GB-2569632-A,Electromechanical relay ,Univ Bristol,"Pamunuwa Dinesh, Rana Sunil",2017-12-21,2017-12-21,2019-06-26,,https://patents.google.com/patent/GB2569632A/en,
GB-2579031-B,Acousto-optic device ,Univ Bristol,"Coimbatore Balram Krishna, Valle Stefano",2018-11-15,2018-11-15,2022-07-06,2022-07-06,https://patents.google.com/patent/GB2579031B/en,
CA-3183830-A1,Vector ,"Syncona Investment Management Limited, The University Of Bristol, Alan William GRIFFITH, Purespring Therapeutics Limited, Lukas STANCZUK, Valeryia KUZMUK, Chris HOLLOWOOD, Dominic SCHMIDT, Moin Ahson SALEEM-UDDIN, Gavin Iain Welsh","Alan William GRIFFITH, Lukas STANCZUK, Valeryia KUZMUK, Chris HOLLOWOOD, Dominic SCHMIDT, Moin Ahson SALEEM-UDDIN, Gavin Iain Welsh",2020-06-30,2021-06-30,2022-01-06,,https://patents.google.com/patent/CA3183830A1/en,
GB-2609024-A,A hood ,Univ Bristol,"Mojtaba Dorri Dr, Alberto Gambaruto Dr",2021-07-19,2021-07-19,2023-01-25,,https://patents.google.com/patent/GB2609024A/en,
GB-201520988-D0,Sensor ,Univ Bristol,,2015-11-27,2015-11-27,2016-01-13,,https://patents.google.com/patent/GB201520988D0/en,
GB-201212727-D0,Sensor ,Univ Bristol,,2012-07-18,2012-07-18,2012-08-29,,https://patents.google.com/patent/GB201212727D0/en,
GB-201211708-D0,A manipulaton device ,Univ Bristol,,2012-07-02,2012-07-02,2012-08-15,,https://patents.google.com/patent/GB201211708D0/en,
GB-201206642-D0,"An amplifier, a method for characterising an amplifier and a method for driving an amplifier ","Res & Dev Ltd, Univ Bristol",,2012-04-16,2012-04-16,2012-05-30,,https://patents.google.com/patent/GB201206642D0/en,
GB-201116332-D0,Peak gate voltage control ,Univ Bristol,,2011-09-21,2011-09-21,2011-11-02,,https://patents.google.com/patent/GB201116332D0/en,
GB-201116074-D0,Defined stem cells for cartilage regeneration ,Univ Bristol,,2011-09-16,2011-09-16,2011-11-02,,https://patents.google.com/patent/GB201116074D0/en,
GB-201115575-D0,A system for anatomical reduction of a bone ,Univ Bristol,,2011-09-09,2011-09-09,2011-10-26,,https://patents.google.com/patent/GB201115575D0/en,
GB-201916071-D0,Treatment for nephrotic syndrome ,Univ Bristol,,2019-11-05,2019-11-05,2019-12-18,,https://patents.google.com/patent/GB201916071D0/en,
GB-201112341-D0,Sensor ,Univ Bristol,,2011-07-18,2011-07-18,2011-08-31,,https://patents.google.com/patent/GB201112341D0/en,
GB-201111260-D0,Magnetic isolation technique ,Univ Bristol,,2011-07-01,2011-07-01,2011-08-17,,https://patents.google.com/patent/GB201111260D0/en,
GB-202110432-D0,Radar detection and tracking ,Univ Bristol,,2021-07-20,2021-07-20,2021-09-01,,https://patents.google.com/patent/GB202110432D0/en,
GB-202020193-D0,Radar detection and tracking ,Univ Bristol,,2020-12-18,2020-12-18,2021-02-03,,https://patents.google.com/patent/GB202020193D0/en,
US-2021402008-A1,Therapy ,The University Of Bristol,"Moin Ahson Saleem-Uddin, Gavin Iain Welsh, Wen Yi Ding",2020-06-15,2021-06-15,2021-12-30,,https://patents.google.com/patent/US20210402008A1/en,https://patentimages.storage.googleapis.com/78/a5/1a/efa1c19f68c86c/US20210402008A1-20211230-D00000.png
GB-202019620-D0,Composite material ,Univ Bristol,,2020-12-11,2020-12-11,2021-01-27,,https://patents.google.com/patent/GB202019620D0/en,
GB-202205496-D0,Antimicrobial porous frameworks ,Univ Bristol,,2022-04-13,2022-04-13,2022-05-25,,https://patents.google.com/patent/GB202205496D0/en,
GB-201110472-D0,Circular micro-cantilever array for probe microsopy ,Univ Bristol,,2011-06-21,2011-06-21,2011-08-03,,https://patents.google.com/patent/GB201110472D0/en,
GB-201107838-D0,Biomarker ,Univ Bristol,,2011-05-11,2011-05-11,2011-06-22,,https://patents.google.com/patent/GB201107838D0/en,
GB-201105176-D0,Multi-port six transistor SRAM ,Univ Bristol,,2011-03-28,2011-03-28,2011-05-11,,https://patents.google.com/patent/GB201105176D0/en,
GB-201100959-D0,Ground source thermal harvesting ,Univ Bristol,,2011-01-20,2011-01-20,2011-03-02,,https://patents.google.com/patent/GB201100959D0/en,
GB-201020072-D0,Method ,Univ Bristol,,2010-11-26,2010-11-26,2011-01-12,,https://patents.google.com/patent/GB201020072D0/en,
GB-201012608-D0,Magnetic isolation technique ,Univ Bristol,,2010-07-28,2010-07-28,2010-09-08,,https://patents.google.com/patent/GB201012608D0/en,
GB-201012025-D0,Sensor ,Univ Bristol,,2010-07-16,2010-07-16,2010-09-01,,https://patents.google.com/patent/GB201012025D0/en,
GB-202015780-D0,Therapy ,Univ Bristol,,2020-10-05,2020-10-05,2020-11-18,,https://patents.google.com/patent/GB202015780D0/en,
GB-201010621-D0,Enhanced video compression with region based texture models ,Univ Bristol,,2010-06-24,2010-06-24,2010-08-11,,https://patents.google.com/patent/GB201010621D0/en,
GB-201006436-D0,Multi-port six transistor SRAM ,Univ Bristol,,2010-04-17,2010-04-17,2010-06-02,,https://patents.google.com/patent/GB201006436D0/en,
GB-201003187-D0,Distributed bragg reflector structure ,Univ Bristol,,2010-02-25,2010-02-25,2010-04-14,,https://patents.google.com/patent/GB201003187D0/en,
GB-201000410-D0,Static random access memory bit cell ,Univ Bristol,,2010-01-12,2010-01-12,2010-02-24,,https://patents.google.com/patent/GB201000410D0/en,
GB-202015778-D0,Therapy ,Univ Bristol,,2020-10-05,2020-10-05,2020-11-18,,https://patents.google.com/patent/GB202015778D0/en,
GB-202014727-D0,Platelet generation ,Univ Bristol,,2020-09-18,2020-09-18,2020-11-04,,https://patents.google.com/patent/GB202014727D0/en,
GB-202006791-D0,Probes and methods of use ,"Univ Bristol, Fluoretiq Ltd",,2020-05-07,2020-05-07,2020-06-24,,https://patents.google.com/patent/GB202006791D0/en,
GB-202003120-D0,Gene therapy ,Univ Bristol,,2020-03-04,2020-03-04,2020-04-15,,https://patents.google.com/patent/GB202003120D0/en,
GB-201912632-D0,Peptide ,Univ Bristol,,2019-09-03,2019-09-03,2019-10-16,,https://patents.google.com/patent/GB201912632D0/en,
GB-2579846-A,Improvements in or relating to tactile sensing ,Univ Bristol,"Lepora Nathan, Ward-Cherrier Benjamin, Bamford Simeon",2018-12-18,2018-12-18,2020-07-08,,https://patents.google.com/patent/GB2579846A/en,
GB-201900588-D0,A wing construction and method ,Univ Bristol,,2019-01-16,2019-01-16,2019-03-06,,https://patents.google.com/patent/GB201900588D0/en,
GB-201815421-D0,A control system for semi-conductor gating driving and a method of control ,Univ Bristol,,2018-09-21,2018-09-21,2018-11-07,,https://patents.google.com/patent/GB201815421D0/en,
GB-201814440-D0,Peptide ,Univ Bristol,,2018-09-05,2018-09-05,2018-10-17,,https://patents.google.com/patent/GB201814440D0/en,
GB-201607606-D0,Improvements in 3D printing ,Univ Bristol,,2016-04-29,2016-04-29,2016-06-15,,https://patents.google.com/patent/GB201607606D0/en,
GB-201803534-D0,Layered items including high thermal conductivity crystalline material ,Univ Bristol,,2018-03-05,2018-03-05,2018-04-18,,https://patents.google.com/patent/GB201803534D0/en,
GB-2568754-A,Resonance enhanced work function reduction ,"Univ Bristol, Faris Nashat Sahawneh","Fox Neil, Nash'at Farhan Sahawneh Faris",2017-11-28,2017-11-28,2019-05-29,,https://patents.google.com/patent/GB2568754A/en,
GB-201803074-D0,Peptide ,Univ Bristol,,2018-02-26,2018-02-26,2018-04-11,,https://patents.google.com/patent/GB201803074D0/en,
GB-201708808-D0,Manipulator control systems ,Univ Bristol,,2017-06-02,2017-06-02,2017-07-19,,https://patents.google.com/patent/GB201708808D0/en,
GB-201717389-D0,Metal extraction method and system ,Univ Bristol,,2017-10-23,2017-10-23,2017-12-06,,https://patents.google.com/patent/GB201717389D0/en,
GB-201717838-D0,Improvements in or relating to tactile sensing ,Univ Bristol,,2017-10-30,2017-10-30,2017-12-13,,https://patents.google.com/patent/GB201717838D0/en,
GB-201714791-D0,Video processing method ,Univ Bristol,,2017-09-14,2017-09-14,2017-11-01,,https://patents.google.com/patent/GB201714791D0/en,
GB-201708912-D0,A method for composing a composite virtual switch ,Univ Bristol,,2017-06-05,2017-06-05,2017-07-19,,https://patents.google.com/patent/GB201708912D0/en,
GB-201707532-D0,Multi-frequency wireless sensor ,Univ Bristol,,2017-05-11,2017-05-11,2017-06-28,,https://patents.google.com/patent/GB201707532D0/en,
GB-2557931-A,Unnatural amino acids ,Univ Bristol,"Jamie Leonard Daniel, William Ward John, Paul Clayden Jonathan",2016-12-16,2016-12-16,2018-07-04,,https://patents.google.com/patent/GB2557931A/en,
GB-201701375-D0,A current sensor ,Univ Bristol,,2017-01-27,2017-01-27,2017-03-15,,https://patents.google.com/patent/GB201701375D0/en,
GB-201609092-D0,Multi-frequency wireless sensor ,Univ Bristol,,2016-05-24,2016-05-24,2016-07-06,,https://patents.google.com/patent/GB201609092D0/en,
GB-201608912-D0,Improvements in 3D printing ,Univ Bristol,,2016-05-20,2016-05-20,2016-07-06,,https://patents.google.com/patent/GB201608912D0/en,
WO-2022171580-A1,Electrical winding element ,University Of Bristol,Nick Simpson,2021-02-09,2022-02-07,2022-08-18,,https://patents.google.com/patent/WO2022171580A1/en,
WO-2022084645-A1,Flow control device ,"Airbus Operations Ltd., The University Of Bristol","Enzo Cosentino, Catherine LLEWELLYN-JONES, Gaetano ARENA, Rainer Groh, Alberto PIRRERA",2020-10-22,2021-09-29,2022-04-28,,https://patents.google.com/patent/WO2022084645A1/en,
US-11391890-B1,Multi-mode spiral delay device ,"PsiQuantum Corp., University Of Bristol","Damien Bonneau, Mark Thompson",2019-05-15,2020-05-15,2022-07-19,2022-07-19,https://patents.google.com/patent/US11391890B1/en,https://patentimages.storage.googleapis.com/38/88/85/100f788dfa6c6f/US11391890-20220719-D00000.png
GB-202103470-D0,Promoter ,"Univ Bristol, Syncona Investment Man Ltd",,2021-03-12,2021-03-12,2021-04-28,,https://patents.google.com/patent/GB202103470D0/en,
GB-201714566-D0,Protein delivery to membranes ,Univ Bristol,,2017-09-11,2017-09-11,2017-10-25,,https://patents.google.com/patent/GB201714566D0/en,
GB-201101562-D0,Amplification ratio control system (ARCS) ,Univ Bristol,,2011-01-28,2011-01-28,2011-03-16,,https://patents.google.com/patent/GB201101562D0/en,
GB-201019710-D0,Optimistic bayesian sampling ,Univ Bristol,,2010-11-20,2010-11-20,2011-01-05,,https://patents.google.com/patent/GB201019710D0/en,
GB-201205861-D0,Composition ,Univ Bristol,,2012-04-02,2012-04-02,2012-05-16,,https://patents.google.com/patent/GB201205861D0/en,
GB-201017656-D0,Secure Voice Communications ,Univ Bristol,,2010-10-20,2010-10-20,2010-12-01,,https://patents.google.com/patent/GB201017656D0/en,
GB-201012061-D0,Obstruction algorithm for automotive ,Univ Bristol,,2010-07-19,2010-07-19,2010-09-01,,https://patents.google.com/patent/GB201012061D0/en,
GB-201009905-D0,Automatic contrast enhancement of low-light images based on local statistics of wavelet coefficients ,Univ Bristol,,2010-06-14,2010-06-14,2010-07-21,,https://patents.google.com/patent/GB201009905D0/en,
GB-201009194-D0,Treatment of pain ,Univ Bristol,,2010-06-02,2010-06-02,2010-07-14,,https://patents.google.com/patent/GB201009194D0/en,
GB-201008562-D0,Stereo vison disparity algorithm ,Univ Bristol,,2010-05-22,2010-05-22,2010-07-07,,https://patents.google.com/patent/GB201008562D0/en,
